event_id,model_key,model_label,model_id,stage,panel,component,window_type,cc,shift_samples,shift_s,sign,npts
S0234c,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PR,R,pick-based,0.484450306726983,3,0.15000000000000002,-,200
S0234c,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,ST,T,pick-based,0.48702192295081864,-6,-0.30000000000000004,-,300
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,raw,PZ,Z,pick-based,0.625079860338722,28,1.4000000000000001,-,200
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,raw,SZ,Z,pick-based,0.7132798143551428,29,1.4500000000000002,+,300
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,raw,PR,R,pick-based,0.3148967080853543,11,0.55,-,200
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,raw,ST,T,pick-based,0.2782286837610436,84,4.2,-,300
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_01_05,PZ,Z,pick-based,0.27925781598304683,26,1.3,-,200
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_01_05,SZ,Z,pick-based,0.3615864558603842,50,2.5,-,300
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_01_05,PR,R,pick-based,0.2330764532303898,87,4.3500000000000005,+,200
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_01_05,ST,T,pick-based,0.08978601592946539,-43,-2.15,+,300
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_01_08,PZ,Z,pick-based,0.5827917783792267,27,1.35,-,200
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_01_08,SZ,Z,pick-based,0.46306310549147556,28,1.4000000000000001,+,300
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_01_08,PR,R,pick-based,0.3198710232014628,80,4.0,-,200
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_01_08,ST,T,pick-based,0.2931716854455831,-46,-2.3000000000000003,+,300
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_03_09,PZ,Z,pick-based,0.9547204494298147,42,2.1,+,200
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_03_09,SZ,Z,pick-based,0.7683887018475649,29,1.4500000000000002,+,300
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_03_09,PR,R,pick-based,0.52652574466139,83,4.15,-,200
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_03_09,ST,T,pick-based,0.6020583895652015,84,4.2,-,300
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_03_09_pol,PZ,Z,pick-based,0.963075419365074,42,2.1,+,200
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_03_09_pol,SZ,Z,pick-based,0.912114064124019,29,1.4500000000000002,+,300
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_03_09_pol,PR,R,pick-based,0.5532751604538964,69,3.45,+,200
S0234c,EventBest,Event best (Geophysical_model979),Geophysical_model979,bp_03_09_pol,ST,T,pick-based,0.5769674166522187,84,4.2,-,300
S0167b,X,Model X,X,raw,PZ,Z,pick-based,0.4101972091797415,50,2.5,-,200
S0167b,X,Model X,X,raw,SZ,Z,pick-based,0.43413340005395523,37,1.85,+,300
S0167b,X,Model X,X,raw,PR,R,pick-based,0.6456479133883384,75,3.75,+,200
S0167b,X,Model X,X,raw,ST,T,pick-based,0.2606777105767144,-100,-5.0,+,300
S0167b,X,Model X,X,bp_01_05,PZ,Z,pick-based,0.24317157506892859,34,1.7000000000000002,-,200
S0167b,X,Model X,X,bp_01_05,SZ,Z,pick-based,0.4892659759682063,19,0.9500000000000001,-,300
S0167b,X,Model X,X,bp_01_05,PR,R,pick-based,0.5904311000067644,-61,-3.0500000000000003,-,200
S0167b,X,Model X,X,bp_01_05,ST,T,pick-based,0.14370043335669344,81,4.05,-,300
S0167b,X,Model X,X,bp_01_08,PZ,Z,pick-based,0.23607000425817887,49,2.45,-,200
S0167b,X,Model X,X,bp_01_08,SZ,Z,pick-based,0.4686653479649309,22,1.1,-,300
S0167b,X,Model X,X,bp_01_08,PR,R,pick-based,0.6518487383592562,59,2.95,-,200
S0167b,X,Model X,X,bp_01_08,ST,T,pick-based,0.28441041358194086,-85,-4.25,-,300
S0167b,X,Model X,X,bp_03_09,PZ,Z,pick-based,0.6216426887659521,50,2.5,-,200
S0167b,X,Model X,X,bp_03_09,SZ,Z,pick-based,0.43457430257607266,24,1.2000000000000002,-,300
S0167b,X,Model X,X,bp_03_09,PR,R,pick-based,0.6209977911756069,75,3.75,+,200
S0167b,X,Model X,X,bp_03_09,ST,T,pick-based,0.6430634999445413,-100,-5.0,+,300
S0167b,X,Model X,X,bp_03_09_pol,PZ,Z,pick-based,0.28091247721629564,28,1.4000000000000001,+,200
S0167b,X,Model X,X,bp_03_09_pol,SZ,Z,pick-based,0.45769164570995335,25,1.25,-,300
S0167b,X,Model X,X,bp_03_09_pol,PR,R,pick-based,0.5940388892354203,26,1.3,-,200
S0167b,X,Model X,X,bp_03_09_pol,ST,T,pick-based,0.06180172902726145,84,4.2,+,300
S0167b,TAYAK,TAYAK,TAYAK,raw,PZ,Z,pick-based,0.407834040313132,-100,-5.0,-,200
S0167b,TAYAK,TAYAK,TAYAK,raw,SZ,Z,pick-based,0.3327028302955824,-7,-0.35000000000000003,-,300
S0167b,TAYAK,TAYAK,TAYAK,raw,PR,R,pick-based,0.6326078044515719,100,5.0,-,200
S0167b,TAYAK,TAYAK,TAYAK,raw,ST,T,pick-based,0.06726397238347513,-72,-3.6,-,300
S0167b,TAYAK,TAYAK,TAYAK,bp_01_05,PZ,Z,pick-based,0.30385740705457864,44,2.2,+,200
S0167b,TAYAK,TAYAK,TAYAK,bp_01_05,SZ,Z,pick-based,0.39516616230646623,98,4.9,-,300
S0167b,TAYAK,TAYAK,TAYAK,bp_01_05,PR,R,pick-based,0.27379919207174785,89,4.45,+,200
S0167b,TAYAK,TAYAK,TAYAK,bp_01_05,ST,T,pick-based,0.09311441800711484,-36,-1.8,-,300
S0167b,TAYAK,TAYAK,TAYAK,bp_01_08,PZ,Z,pick-based,0.2531308190556505,-97,-4.8500000000000005,-,200
S0167b,TAYAK,TAYAK,TAYAK,bp_01_08,SZ,Z,pick-based,0.28198366365889915,-7,-0.35000000000000003,-,300
S0167b,TAYAK,TAYAK,TAYAK,bp_01_08,PR,R,pick-based,0.7217871370834547,85,4.25,+,200
S0167b,TAYAK,TAYAK,TAYAK,bp_01_08,ST,T,pick-based,0.0603155489800736,-40,-2.0,-,300
S0167b,TAYAK,TAYAK,TAYAK,bp_03_09,PZ,Z,pick-based,0.6562085584554375,-99,-4.95,-,200
S0167b,TAYAK,TAYAK,TAYAK,bp_03_09,SZ,Z,pick-based,0.3121556305751532,-7,-0.35000000000000003,-,300
S0167b,TAYAK,TAYAK,TAYAK,bp_03_09,PR,R,pick-based,0.7776107572546832,86,4.3,+,200
S0167b,TAYAK,TAYAK,TAYAK,bp_03_09,ST,T,pick-based,0.1610730327683723,75,3.75,+,300
S0167b,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PZ,Z,pick-based,0.7141184572530856,-99,-4.95,-,200
S0167b,TAYAK,TAYAK,TAYAK,bp_03_09_pol,SZ,Z,pick-based,0.26721716262968953,67,3.35,-,300
S0167b,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PR,R,pick-based,0.7759534823794219,100,5.0,-,200
S0167b,TAYAK,TAYAK,TAYAK,bp_03_09_pol,ST,T,pick-based,0.06271240881026076,41,2.0500000000000003,+,300
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PZ,Z,pick-based,0.35014814599936295,14,0.7000000000000001,+,200
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,SZ,Z,pick-based,0.3192175663232467,100,5.0,+,300
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PR,R,pick-based,0.6119821260386998,-43,-2.15,+,200
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,ST,T,pick-based,0.37586722932807165,99,4.95,+,300
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PZ,Z,pick-based,0.2601902208582957,68,3.4000000000000004,-,200
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,SZ,Z,pick-based,0.4092698036676624,94,4.7,+,300
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PR,R,pick-based,0.1714292824751466,100,5.0,-,200
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,ST,T,pick-based,0.2903262378986153,45,2.25,-,300
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PZ,Z,pick-based,0.3323899311859916,14,0.7000000000000001,+,200
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,SZ,Z,pick-based,0.3336564276897013,99,4.95,+,300
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PR,R,pick-based,0.6189950070992479,-58,-2.9000000000000004,-,200
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,ST,T,pick-based,0.35474010303736725,11,0.55,-,300
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PZ,Z,pick-based,0.7636730502871796,15,0.75,+,200
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,SZ,Z,pick-based,0.3533502190739698,100,5.0,+,300
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PR,R,pick-based,0.815706261705483,-43,-2.15,+,200
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,ST,T,pick-based,0.5026960854739808,11,0.55,-,300
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PZ,Z,pick-based,0.7233279167203057,14,0.7000000000000001,+,200
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,SZ,Z,pick-based,0.31241132659606,100,5.0,+,300
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PR,R,pick-based,0.787287267653831,-43,-2.15,+,200
S0167b,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,ST,T,pick-based,0.6991196582281415,-4,-0.2,+,300
S0167b,EventBest,Event best (MD_model37),MD_model37,raw,PZ,Z,pick-based,0.6330746644078481,77,3.85,+,200
S0167b,EventBest,Event best (MD_model37),MD_model37,raw,SZ,Z,pick-based,0.526607417895144,97,4.8500000000000005,-,300
S0167b,EventBest,Event best (MD_model37),MD_model37,raw,PR,R,pick-based,0.6319786329073799,2,0.1,+,200
S0167b,EventBest,Event best (MD_model37),MD_model37,raw,ST,T,pick-based,0.5896749795133065,-34,-1.7000000000000002,+,300
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_01_05,PZ,Z,pick-based,0.36262583421730993,-9,-0.45,-,200
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_01_05,SZ,Z,pick-based,0.4015376194080759,4,0.2,+,300
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_01_05,PR,R,pick-based,0.14606337050272283,98,4.9,-,200
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_01_05,ST,T,pick-based,0.21469998891549213,78,3.9000000000000004,-,300
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_01_08,PZ,Z,pick-based,0.27303013030417994,-87,-4.3500000000000005,-,200
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_01_08,SZ,Z,pick-based,0.5541759895349825,94,4.7,-,300
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_01_08,PR,R,pick-based,0.6169177430093067,-12,-0.6000000000000001,-,200
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_01_08,ST,T,pick-based,0.6372545686771309,-35,-1.75,+,300
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_03_09,PZ,Z,pick-based,0.41250157112385427,-81,-4.05,+,200
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_03_09,SZ,Z,pick-based,0.5646925280909619,97,4.8500000000000005,-,300
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_03_09,PR,R,pick-based,0.7147984081163798,-12,-0.6000000000000001,-,200
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_03_09,ST,T,pick-based,0.7311378666377446,-35,-1.75,+,300
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_03_09_pol,PZ,Z,pick-based,0.45540437413071266,-96,-4.800000000000001,-,200
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_03_09_pol,SZ,Z,pick-based,0.6704849424317724,97,4.8500000000000005,-,300
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_03_09_pol,PR,R,pick-based,0.7342653488270557,-11,-0.55,-,200
S0167b,EventBest,Event best (MD_model37),MD_model37,bp_03_09_pol,ST,T,pick-based,0.6549240401043476,-87,-4.3500000000000005,-,300
S1102a,X,Model X,X,raw,PZ,Z,pick-based,0.5792235813803271,43,2.15,+,200
S1102a,X,Model X,X,raw,SZ,Z,pick-based,0.19569813280815834,-100,-5.0,+,300
S1102a,X,Model X,X,raw,PR,R,pick-based,0.438916030918607,90,4.5,+,200
S1102a,X,Model X,X,raw,ST,T,pick-based,0.10228620855520089,-58,-2.9000000000000004,+,300
S1102a,X,Model X,X,bp_01_05,PZ,Z,pick-based,0.3684662625912451,100,5.0,-,200
S1102a,X,Model X,X,bp_01_05,SZ,Z,pick-based,0.3603914442892013,-9,-0.45,+,300
S1102a,X,Model X,X,bp_01_05,PR,R,pick-based,0.3431376023673273,-83,-4.15,+,200
S1102a,X,Model X,X,bp_01_05,ST,T,pick-based,0.07077891454788515,-100,-5.0,-,300
S1102a,X,Model X,X,bp_01_08,PZ,Z,pick-based,0.5189146826933343,42,2.1,+,200
S1102a,X,Model X,X,bp_01_08,SZ,Z,pick-based,0.26180517349171645,15,0.75,+,300
S1102a,X,Model X,X,bp_01_08,PR,R,pick-based,0.3831585536635274,100,5.0,-,200
S1102a,X,Model X,X,bp_01_08,ST,T,pick-based,0.09008339288338994,-100,-5.0,-,300
S1102a,X,Model X,X,bp_03_09,PZ,Z,pick-based,0.7356245219492681,43,2.15,+,200
S1102a,X,Model X,X,bp_03_09,SZ,Z,pick-based,0.32817471091273687,86,4.3,-,300
S1102a,X,Model X,X,bp_03_09,PR,R,pick-based,0.6773742787693513,89,4.45,+,200
S1102a,X,Model X,X,bp_03_09,ST,T,pick-based,0.775767996704613,-58,-2.9000000000000004,+,300
S1102a,X,Model X,X,bp_03_09_pol,PZ,Z,pick-based,0.8021714184381166,42,2.1,+,200
S1102a,X,Model X,X,bp_03_09_pol,SZ,Z,pick-based,0.5281384369507436,72,3.6,-,300
S1102a,X,Model X,X,bp_03_09_pol,PR,R,pick-based,0.7220301362818963,90,4.5,+,200
S1102a,X,Model X,X,bp_03_09_pol,ST,T,pick-based,0.733235221752289,-58,-2.9000000000000004,+,300
S1102a,TAYAK,TAYAK,TAYAK,raw,PZ,Z,pick-based,0.49728186058834584,17,0.8500000000000001,+,200
S1102a,TAYAK,TAYAK,TAYAK,raw,SZ,Z,pick-based,0.42566353278990376,26,1.3,+,300
S1102a,TAYAK,TAYAK,TAYAK,raw,PR,R,pick-based,0.1621195073008152,99,4.95,+,200
S1102a,TAYAK,TAYAK,TAYAK,raw,ST,T,pick-based,0.09316114517167301,-18,-0.9,+,300
S1102a,TAYAK,TAYAK,TAYAK,bp_01_05,PZ,Z,pick-based,0.25540398621865773,19,0.9500000000000001,+,200
S1102a,TAYAK,TAYAK,TAYAK,bp_01_05,SZ,Z,pick-based,0.22437573499187222,80,4.0,+,300
S1102a,TAYAK,TAYAK,TAYAK,bp_01_05,PR,R,pick-based,0.14871085864775668,71,3.5500000000000003,+,200
S1102a,TAYAK,TAYAK,TAYAK,bp_01_05,ST,T,pick-based,0.09330823661135372,-100,-5.0,-,300
S1102a,TAYAK,TAYAK,TAYAK,bp_01_08,PZ,Z,pick-based,0.31334511621353456,-9,-0.45,+,200
S1102a,TAYAK,TAYAK,TAYAK,bp_01_08,SZ,Z,pick-based,0.4644125488076623,56,2.8000000000000003,+,300
S1102a,TAYAK,TAYAK,TAYAK,bp_01_08,PR,R,pick-based,0.1859393240294921,84,4.2,-,200
S1102a,TAYAK,TAYAK,TAYAK,bp_01_08,ST,T,pick-based,0.10133960582245666,-79,-3.95,+,300
S1102a,TAYAK,TAYAK,TAYAK,bp_03_09,PZ,Z,pick-based,0.8847706459386205,4,0.2,-,200
S1102a,TAYAK,TAYAK,TAYAK,bp_03_09,SZ,Z,pick-based,0.6030855121901274,26,1.3,+,300
S1102a,TAYAK,TAYAK,TAYAK,bp_03_09,PR,R,pick-based,0.650020982745508,99,4.95,+,200
S1102a,TAYAK,TAYAK,TAYAK,bp_03_09,ST,T,pick-based,0.619141685312653,-4,-0.2,-,300
S1102a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PZ,Z,pick-based,0.8950382035044233,5,0.25,-,200
S1102a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,SZ,Z,pick-based,0.28782129533713363,89,4.45,+,300
S1102a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PR,R,pick-based,0.8919678608544201,100,5.0,+,200
S1102a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,ST,T,pick-based,0.5992724334084402,10,0.5,+,300
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PZ,Z,pick-based,0.323945740174202,31,1.55,+,200
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,SZ,Z,pick-based,0.5266671276559206,-3,-0.15000000000000002,+,300
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PR,R,pick-based,0.49573309387136755,100,5.0,-,200
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,ST,T,pick-based,0.12110876173679169,24,1.2000000000000002,-,300
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PZ,Z,pick-based,0.2443610837066035,67,3.35,+,200
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,SZ,Z,pick-based,0.22788436314835192,-10,-0.5,+,300
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PR,R,pick-based,0.3929698240567206,60,3.0,-,200
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,ST,T,pick-based,0.08536043627181511,-99,-4.95,-,300
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PZ,Z,pick-based,0.341534636366482,31,1.55,+,200
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,SZ,Z,pick-based,0.42201448130237473,-3,-0.15000000000000002,+,300
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PR,R,pick-based,0.6201006317925646,100,5.0,-,200
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,ST,T,pick-based,0.08823449103149789,24,1.2000000000000002,-,300
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PZ,Z,pick-based,0.8197632251034235,31,1.55,+,200
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,SZ,Z,pick-based,0.6216076716520059,-17,-0.8500000000000001,-,300
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PR,R,pick-based,0.5304360142107146,100,5.0,-,200
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,ST,T,pick-based,0.7980720976564524,24,1.2000000000000002,-,300
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PZ,Z,pick-based,0.8067445523295315,31,1.55,+,200
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,SZ,Z,pick-based,0.23479247815876517,-29,-1.4500000000000002,+,300
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PR,R,pick-based,0.604543051031498,100,5.0,-,200
S1102a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,ST,T,pick-based,0.7709907065776829,37,1.85,+,300
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,raw,PZ,Z,pick-based,0.7927444954879266,31,1.55,+,200
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,raw,SZ,Z,pick-based,0.5301508155840431,-7,-0.35000000000000003,+,300
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,raw,PR,R,pick-based,0.49997269350029533,97,4.8500000000000005,-,200
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,raw,ST,T,pick-based,0.08176150991173783,1,0.05,-,300
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_01_05,PZ,Z,pick-based,0.5942424524180636,92,4.6000000000000005,-,200
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_01_05,SZ,Z,pick-based,0.2371485476609645,69,3.45,+,300
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_01_05,PR,R,pick-based,0.12799319834782152,33,1.6500000000000001,-,200
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_01_05,ST,T,pick-based,0.07803627173614607,-74,-3.7,+,300
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_01_08,PZ,Z,pick-based,0.7597338699170912,31,1.55,+,200
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_01_08,SZ,Z,pick-based,0.47071613959810116,-7,-0.35000000000000003,+,300
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_01_08,PR,R,pick-based,0.2713885690247709,96,4.800000000000001,-,200
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_01_08,ST,T,pick-based,0.07429934136079848,2,0.1,-,300
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_03_09,PZ,Z,pick-based,0.8695175016034243,31,1.55,+,200
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_03_09,SZ,Z,pick-based,0.7759270321538706,-21,-1.05,-,300
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_03_09,PR,R,pick-based,0.685358541767638,96,4.800000000000001,-,200
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_03_09,ST,T,pick-based,0.5885410000586279,1,0.05,-,300
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_03_09_pol,PZ,Z,pick-based,0.8498048021456178,89,4.45,-,200
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_03_09_pol,SZ,Z,pick-based,0.5291815802006187,99,4.95,-,300
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_03_09_pol,PR,R,pick-based,0.6955315289527296,96,4.800000000000001,-,200
S1102a,EventBest,Event best (Geophysical_model58),Geophysical_model58,bp_03_09_pol,ST,T,pick-based,0.5719115059289888,1,0.05,-,300
S1153a,X,Model X,X,raw,PZ,Z,pick-based,0.7839496774212424,63,3.1500000000000004,-,200
S1153a,X,Model X,X,raw,SZ,Z,pick-based,0.42340580663075894,100,5.0,-,300
S1153a,X,Model X,X,raw,PR,R,pick-based,0.8075411384004928,47,2.35,-,200
S1153a,X,Model X,X,raw,ST,T,pick-based,0.2010757477176923,89,4.45,-,300
S1153a,X,Model X,X,bp_01_05,PZ,Z,pick-based,0.39741139429575734,63,3.1500000000000004,-,200
S1153a,X,Model X,X,bp_01_05,SZ,Z,pick-based,0.45971319840421476,62,3.1,-,300
S1153a,X,Model X,X,bp_01_05,PR,R,pick-based,0.4138151249297994,100,5.0,+,200
S1153a,X,Model X,X,bp_01_05,ST,T,pick-based,0.1522630077607018,97,4.8500000000000005,+,300
S1153a,X,Model X,X,bp_01_08,PZ,Z,pick-based,0.8398065704113636,78,3.9000000000000004,+,200
S1153a,X,Model X,X,bp_01_08,SZ,Z,pick-based,0.4737980404357839,100,5.0,-,300
S1153a,X,Model X,X,bp_01_08,PR,R,pick-based,0.7921935131799408,48,2.4000000000000004,-,200
S1153a,X,Model X,X,bp_01_08,ST,T,pick-based,0.26154496327759924,100,5.0,+,300
S1153a,X,Model X,X,bp_03_09,PZ,Z,pick-based,0.9236250184277366,78,3.9000000000000004,+,200
S1153a,X,Model X,X,bp_03_09,SZ,Z,pick-based,0.44010914191787587,100,5.0,-,300
S1153a,X,Model X,X,bp_03_09,PR,R,pick-based,0.9151101454381931,34,1.7000000000000002,+,200
S1153a,X,Model X,X,bp_03_09,ST,T,pick-based,0.5190351243647228,88,4.4,-,300
S1153a,X,Model X,X,bp_03_09_pol,PZ,Z,pick-based,0.9157869853682961,78,3.9000000000000004,+,200
S1153a,X,Model X,X,bp_03_09_pol,SZ,Z,pick-based,0.6689768291348841,-14,-0.7000000000000001,-,300
S1153a,X,Model X,X,bp_03_09_pol,PR,R,pick-based,0.8954631619402256,20,1.0,-,200
S1153a,X,Model X,X,bp_03_09_pol,ST,T,pick-based,0.4743904029545077,100,5.0,+,300
S1153a,TAYAK,TAYAK,TAYAK,raw,PZ,Z,pick-based,0.36318470048021556,97,4.8500000000000005,+,200
S1153a,TAYAK,TAYAK,TAYAK,raw,SZ,Z,pick-based,0.7046066863733524,65,3.25,-,300
S1153a,TAYAK,TAYAK,TAYAK,raw,PR,R,pick-based,0.2906097826320384,85,4.25,-,200
S1153a,TAYAK,TAYAK,TAYAK,raw,ST,T,pick-based,0.3899337400457851,-77,-3.85,+,300
S1153a,TAYAK,TAYAK,TAYAK,bp_01_05,PZ,Z,pick-based,0.15814394811022026,-51,-2.5500000000000003,-,200
S1153a,TAYAK,TAYAK,TAYAK,bp_01_05,SZ,Z,pick-based,0.8392542418578309,86,4.3,+,300
S1153a,TAYAK,TAYAK,TAYAK,bp_01_05,PR,R,pick-based,0.11304889749970437,65,3.25,+,200
S1153a,TAYAK,TAYAK,TAYAK,bp_01_05,ST,T,pick-based,0.18732934124794845,-84,-4.2,+,300
S1153a,TAYAK,TAYAK,TAYAK,bp_01_08,PZ,Z,pick-based,0.4176388344574279,97,4.8500000000000005,+,200
S1153a,TAYAK,TAYAK,TAYAK,bp_01_08,SZ,Z,pick-based,0.749068029746852,65,3.25,-,300
S1153a,TAYAK,TAYAK,TAYAK,bp_01_08,PR,R,pick-based,0.1448499499612056,70,3.5,+,200
S1153a,TAYAK,TAYAK,TAYAK,bp_01_08,ST,T,pick-based,0.08324450469361916,17,0.8500000000000001,+,300
S1153a,TAYAK,TAYAK,TAYAK,bp_03_09,PZ,Z,pick-based,0.8503892497787496,96,4.800000000000001,+,200
S1153a,TAYAK,TAYAK,TAYAK,bp_03_09,SZ,Z,pick-based,0.7351456709580637,65,3.25,-,300
S1153a,TAYAK,TAYAK,TAYAK,bp_03_09,PR,R,pick-based,0.9288031572641741,85,4.25,-,200
S1153a,TAYAK,TAYAK,TAYAK,bp_03_09,ST,T,pick-based,0.27900430315733193,-82,-4.1000000000000005,-,300
S1153a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PZ,Z,pick-based,0.8453860873239908,96,4.800000000000001,+,200
S1153a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,SZ,Z,pick-based,0.587194954574203,-100,-5.0,+,300
S1153a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PR,R,pick-based,0.8665213848158334,85,4.25,-,200
S1153a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,ST,T,pick-based,0.27559701277987964,-97,-4.8500000000000005,+,300
