event_id,model_key,model_label,model_id,stage,panel,component,window_type,cc,shift_samples,shift_s,sign,npts
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PZ,Z,pick-based,0.5786697143689247,20,1.0,-,200
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,SZ,Z,pick-based,0.45136676136235904,96,4.800000000000001,+,300
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PR,R,pick-based,0.2450859739034176,-13,-0.65,+,200
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,ST,T,pick-based,0.16238244034324248,-10,-0.5,-,300
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PZ,Z,pick-based,0.3546067060208214,100,5.0,-,200
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,SZ,Z,pick-based,0.33478925470857523,84,4.2,+,300
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PR,R,pick-based,0.21695279561043243,100,5.0,+,200
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,ST,T,pick-based,0.09733904667940615,-73,-3.6500000000000004,+,300
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PZ,Z,pick-based,0.30934384649371394,-13,-0.65,-,200
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,SZ,Z,pick-based,0.550878809917773,21,1.05,-,300
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PR,R,pick-based,0.23863145605772904,2,0.1,-,200
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,ST,T,pick-based,0.1435548341755863,21,1.05,-,300
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PZ,Z,pick-based,0.5293971392445413,-11,-0.55,-,200
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,SZ,Z,pick-based,0.5147559460698884,96,4.800000000000001,+,300
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PR,R,pick-based,0.8113452232433842,1,0.05,-,200
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,ST,T,pick-based,0.5814711985628731,-10,-0.5,-,300
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PZ,Z,pick-based,0.13296591850702474,-2,-0.1,+,200
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,SZ,Z,pick-based,0.7583442015782765,-99,-4.95,-,300
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PR,R,pick-based,0.882282172669126,1,0.05,-,200
S1153a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,ST,T,pick-based,0.12422906556069277,97,4.8500000000000005,-,300
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,raw,PZ,Z,pick-based,0.6083528189312855,11,0.55,+,200
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,raw,SZ,Z,pick-based,0.5645513828010538,-3,-0.15000000000000002,-,300
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,raw,PR,R,pick-based,0.16255324633314838,11,0.55,-,200
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,raw,ST,T,pick-based,0.08046936548262507,98,4.9,+,300
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_01_05,PZ,Z,pick-based,0.16246697195410417,97,4.8500000000000005,-,200
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_01_05,SZ,Z,pick-based,0.5709495477134509,90,4.5,+,300
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_01_05,PR,R,pick-based,0.21747875603489486,100,5.0,+,200
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_01_05,ST,T,pick-based,0.18088828618125766,-69,-3.45,-,300
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_01_08,PZ,Z,pick-based,0.38710509847750946,11,0.55,+,200
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_01_08,SZ,Z,pick-based,0.5914164229481602,-4,-0.2,-,300
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_01_08,PR,R,pick-based,0.1817636515513971,100,5.0,+,200
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_01_08,ST,T,pick-based,0.07061205352378976,98,4.9,+,300
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_03_09,PZ,Z,pick-based,0.769423916591946,25,1.25,-,200
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_03_09,SZ,Z,pick-based,0.6043613451767301,-4,-0.2,-,300
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_03_09,PR,R,pick-based,0.7478439551161505,23,1.1500000000000001,+,200
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_03_09,ST,T,pick-based,0.4470312576922808,99,4.95,+,300
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_03_09_pol,PZ,Z,pick-based,0.7722148489713727,11,0.55,+,200
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_03_09_pol,SZ,Z,pick-based,0.3309535646507633,-83,-4.15,-,300
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_03_09_pol,PR,R,pick-based,0.6086547397925887,36,1.8,-,200
S1153a,EventBest,Event best (Geophysical_model489),Geophysical_model489,bp_03_09_pol,ST,T,pick-based,0.36563580759652486,99,4.95,+,300
S1415a,X,Model X,X,raw,PZ,Z,pick-based,0.6329933400199969,22,1.1,+,200
S1415a,X,Model X,X,raw,SZ,Z,pick-based,0.5791920811783079,73,3.6500000000000004,-,300
S1415a,X,Model X,X,raw,PR,R,pick-based,0.8055572301300284,23,1.1500000000000001,+,200
S1415a,X,Model X,X,raw,ST,T,pick-based,0.418707563553747,59,2.95,+,300
S1415a,X,Model X,X,bp_01_05,PZ,Z,pick-based,0.4440906850693535,88,4.4,+,200
S1415a,X,Model X,X,bp_01_05,SZ,Z,pick-based,0.22231496169121875,79,3.95,-,300
S1415a,X,Model X,X,bp_01_05,PR,R,pick-based,0.38411088975904084,-57,-2.85,-,200
S1415a,X,Model X,X,bp_01_05,ST,T,pick-based,0.4624903339285138,10,0.5,+,300
S1415a,X,Model X,X,bp_01_08,PZ,Z,pick-based,0.5311639930544094,21,1.05,+,200
S1415a,X,Model X,X,bp_01_08,SZ,Z,pick-based,0.6471563774312021,58,2.9000000000000004,+,300
S1415a,X,Model X,X,bp_01_08,PR,R,pick-based,0.6301055045015171,23,1.1500000000000001,+,200
S1415a,X,Model X,X,bp_01_08,ST,T,pick-based,0.4699504964508389,74,3.7,-,300
S1415a,X,Model X,X,bp_03_09,PZ,Z,pick-based,0.5603464450812988,22,1.1,+,200
S1415a,X,Model X,X,bp_03_09,SZ,Z,pick-based,0.7842451223830762,59,2.95,+,300
S1415a,X,Model X,X,bp_03_09,PR,R,pick-based,0.7133501291268106,83,4.15,-,200
S1415a,X,Model X,X,bp_03_09,ST,T,pick-based,0.5629701602852023,59,2.95,+,300
S1415a,X,Model X,X,bp_03_09_pol,PZ,Z,pick-based,0.5329623334450063,22,1.1,+,200
S1415a,X,Model X,X,bp_03_09_pol,SZ,Z,pick-based,0.8693563630667532,73,3.6500000000000004,-,300
S1415a,X,Model X,X,bp_03_09_pol,PR,R,pick-based,0.6775427709241086,83,4.15,-,200
S1415a,X,Model X,X,bp_03_09_pol,ST,T,pick-based,0.4604966040133265,3,0.15000000000000002,+,300
S1415a,TAYAK,TAYAK,TAYAK,raw,PZ,Z,pick-based,0.3957217253926147,93,4.65,-,200
S1415a,TAYAK,TAYAK,TAYAK,raw,SZ,Z,pick-based,0.47887779767820643,95,4.75,+,300
S1415a,TAYAK,TAYAK,TAYAK,raw,PR,R,pick-based,0.611145949412479,-1,-0.05,+,200
S1415a,TAYAK,TAYAK,TAYAK,raw,ST,T,pick-based,0.14502778280809095,33,1.6500000000000001,+,300
S1415a,TAYAK,TAYAK,TAYAK,bp_01_05,PZ,Z,pick-based,0.1523540734749582,89,4.45,-,200
S1415a,TAYAK,TAYAK,TAYAK,bp_01_05,SZ,Z,pick-based,0.16177741891796243,93,4.65,+,300
S1415a,TAYAK,TAYAK,TAYAK,bp_01_05,PR,R,pick-based,0.22808939625972788,-100,-5.0,-,200
S1415a,TAYAK,TAYAK,TAYAK,bp_01_05,ST,T,pick-based,0.103424193718676,27,1.35,+,300
S1415a,TAYAK,TAYAK,TAYAK,bp_01_08,PZ,Z,pick-based,0.48834752403438925,92,4.6000000000000005,-,200
S1415a,TAYAK,TAYAK,TAYAK,bp_01_08,SZ,Z,pick-based,0.5371871232968367,95,4.75,+,300
S1415a,TAYAK,TAYAK,TAYAK,bp_01_08,PR,R,pick-based,0.5305943502442229,-1,-0.05,+,200
S1415a,TAYAK,TAYAK,TAYAK,bp_01_08,ST,T,pick-based,0.10805745236624559,31,1.55,+,300
S1415a,TAYAK,TAYAK,TAYAK,bp_03_09,PZ,Z,pick-based,0.6225323008369875,93,4.65,-,200
S1415a,TAYAK,TAYAK,TAYAK,bp_03_09,SZ,Z,pick-based,0.7987467638339895,95,4.75,+,300
S1415a,TAYAK,TAYAK,TAYAK,bp_03_09,PR,R,pick-based,0.9113956855175561,-1,-0.05,+,200
S1415a,TAYAK,TAYAK,TAYAK,bp_03_09,ST,T,pick-based,0.4405387339421094,46,2.3000000000000003,-,300
S1415a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PZ,Z,pick-based,0.6198983845833617,43,2.15,+,200
S1415a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,SZ,Z,pick-based,0.7712930572425807,95,4.75,+,300
S1415a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PR,R,pick-based,0.9488631743579053,-1,-0.05,+,200
S1415a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,ST,T,pick-based,0.5785784575026343,-93,-4.65,-,300
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PZ,Z,pick-based,0.2038449507728493,-5,-0.25,-,200
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,SZ,Z,pick-based,0.39191825122039803,-61,-3.0500000000000003,+,300
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PR,R,pick-based,0.25734103573691336,-9,-0.45,-,200
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,ST,T,pick-based,0.39223574832644176,-94,-4.7,-,300
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PZ,Z,pick-based,0.08688180885198028,85,4.25,-,200
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,SZ,Z,pick-based,0.17260651235271757,87,4.3500000000000005,-,300
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PR,R,pick-based,0.3493273134234257,-16,-0.8,-,200
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,ST,T,pick-based,0.09657962991403611,30,1.5,+,300
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PZ,Z,pick-based,0.23199285702638164,-22,-1.1,+,200
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,SZ,Z,pick-based,0.40703740314633957,-75,-3.75,-,300
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PR,R,pick-based,0.3356757782504838,-10,-0.5,-,200
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,ST,T,pick-based,0.3006538199202575,-94,-4.7,-,300
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PZ,Z,pick-based,0.8605800381937404,-5,-0.25,-,200
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,SZ,Z,pick-based,0.6221820967251925,-74,-3.7,-,300
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PR,R,pick-based,0.418959427226493,100,5.0,-,200
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,ST,T,pick-based,0.7847360920617859,62,3.1,+,300
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PZ,Z,pick-based,0.859020202020005,-5,-0.25,-,200
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,SZ,Z,pick-based,0.6364521524050625,-60,-3.0,+,300
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PR,R,pick-based,0.43938796907881766,100,5.0,-,200
S1415a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,ST,T,pick-based,0.7487965479522585,-94,-4.7,-,300
S1415a,EventBest,Event best (MD_model34),MD_model34,raw,PZ,Z,pick-based,0.6063883888242836,-3,-0.15000000000000002,+,200
S1415a,EventBest,Event best (MD_model34),MD_model34,raw,SZ,Z,pick-based,0.6413648609090996,89,4.45,+,300
S1415a,EventBest,Event best (MD_model34),MD_model34,raw,PR,R,pick-based,0.3673009780618503,100,5.0,-,200
S1415a,EventBest,Event best (MD_model34),MD_model34,raw,ST,T,pick-based,0.449793979857122,-1,-0.05,-,300
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_01_05,PZ,Z,pick-based,0.1642107725165259,-72,-3.6,+,200
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_01_05,SZ,Z,pick-based,0.23252832679371224,100,5.0,-,300
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_01_05,PR,R,pick-based,0.365793526457548,-89,-4.45,-,200
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_01_05,ST,T,pick-based,0.12113202149578313,-64,-3.2,-,300
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_01_08,PZ,Z,pick-based,0.6348955224235702,13,0.65,-,200
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_01_08,SZ,Z,pick-based,0.6935102175666082,88,4.4,+,300
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_01_08,PR,R,pick-based,0.24012101481475404,98,4.9,-,200
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_01_08,ST,T,pick-based,0.24638389859404375,-31,-1.55,-,300
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_03_09,PZ,Z,pick-based,0.6978688941938941,-3,-0.15000000000000002,+,200
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_03_09,SZ,Z,pick-based,0.7234963126733065,89,4.45,+,300
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_03_09,PR,R,pick-based,0.4871224222636338,87,4.3500000000000005,+,200
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_03_09,ST,T,pick-based,0.641394705287639,-15,-0.75,+,300
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_03_09_pol,PZ,Z,pick-based,0.7139938635085199,-3,-0.15000000000000002,+,200
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_03_09_pol,SZ,Z,pick-based,0.695156870483307,89,4.45,+,300
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_03_09_pol,PR,R,pick-based,0.49846552535119615,100,5.0,-,200
S1415a,EventBest,Event best (MD_model34),MD_model34,bp_03_09_pol,ST,T,pick-based,0.7378371903284234,-15,-0.75,+,300
S0133a,X,Model X,X,raw,PZ,Z,pick-based,0.33895124930023157,100,5.0,+,200
S0133a,X,Model X,X,raw,SZ,Z,pick-based,0.5730206108387788,14,0.7000000000000001,+,300
S0133a,X,Model X,X,raw,PR,R,pick-based,0.431555003353918,90,4.5,+,200
S0133a,X,Model X,X,raw,ST,T,pick-based,0.14819448855949705,-95,-4.75,+,300
S0133a,X,Model X,X,bp_01_05,PZ,Z,pick-based,0.314768614733023,55,2.75,+,200
S0133a,X,Model X,X,bp_01_05,SZ,Z,pick-based,0.5037112578920251,48,2.4000000000000004,+,300
S0133a,X,Model X,X,bp_01_05,PR,R,pick-based,0.277000880871478,69,3.45,+,200
S0133a,X,Model X,X,bp_01_05,ST,T,pick-based,0.10914711781282067,11,0.55,-,300
S0133a,X,Model X,X,bp_01_08,PZ,Z,pick-based,0.2403815300788646,-40,-2.0,-,200
S0133a,X,Model X,X,bp_01_08,SZ,Z,pick-based,0.5432868413681619,-53,-2.6500000000000004,-,300
S0133a,X,Model X,X,bp_01_08,PR,R,pick-based,0.39618918343406234,88,4.4,+,200
S0133a,X,Model X,X,bp_01_08,ST,T,pick-based,0.11167029092175877,-100,-5.0,+,300
S0133a,X,Model X,X,bp_03_09,PZ,Z,pick-based,0.3875369770809779,-44,-2.2,-,200
S0133a,X,Model X,X,bp_03_09,SZ,Z,pick-based,0.5836902008096403,14,0.7000000000000001,+,300
S0133a,X,Model X,X,bp_03_09,PR,R,pick-based,0.43124777386287566,89,4.45,+,200
S0133a,X,Model X,X,bp_03_09,ST,T,pick-based,0.4520096978634794,-81,-4.05,-,300
S0133a,X,Model X,X,bp_03_09_pol,PZ,Z,pick-based,0.42079213469148563,9,0.45,+,200
S0133a,X,Model X,X,bp_03_09_pol,SZ,Z,pick-based,0.6185806002401658,-26,-1.3,-,300
S0133a,X,Model X,X,bp_03_09_pol,PR,R,pick-based,0.5901924033886667,1,0.05,-,200
S0133a,X,Model X,X,bp_03_09_pol,ST,T,pick-based,0.6947481399391947,-79,-3.95,-,300
S0133a,TAYAK,TAYAK,TAYAK,raw,PZ,Z,pick-based,0.4801446251659461,92,4.6000000000000005,+,200
S0133a,TAYAK,TAYAK,TAYAK,raw,SZ,Z,pick-based,0.48920940663647855,93,4.65,+,300
S0133a,TAYAK,TAYAK,TAYAK,raw,PR,R,pick-based,0.29375785836208174,89,4.45,-,200
S0133a,TAYAK,TAYAK,TAYAK,raw,ST,T,pick-based,0.2313713489801682,-79,-3.95,+,300
S0133a,TAYAK,TAYAK,TAYAK,bp_01_05,PZ,Z,pick-based,0.41324999126690876,58,2.9000000000000004,-,200
S0133a,TAYAK,TAYAK,TAYAK,bp_01_05,SZ,Z,pick-based,0.34236205286028565,2,0.1,+,300
S0133a,TAYAK,TAYAK,TAYAK,bp_01_05,PR,R,pick-based,0.4007931633097499,8,0.4,-,200
S0133a,TAYAK,TAYAK,TAYAK,bp_01_05,ST,T,pick-based,0.18254816137484717,-4,-0.2,-,300
S0133a,TAYAK,TAYAK,TAYAK,bp_01_08,PZ,Z,pick-based,0.7199040481391609,90,4.5,+,200
S0133a,TAYAK,TAYAK,TAYAK,bp_01_08,SZ,Z,pick-based,0.49118489252322295,94,4.7,+,300
S0133a,TAYAK,TAYAK,TAYAK,bp_01_08,PR,R,pick-based,0.27795674877310567,9,0.45,-,200
S0133a,TAYAK,TAYAK,TAYAK,bp_01_08,ST,T,pick-based,0.23685045963691032,-75,-3.75,+,300
S0133a,TAYAK,TAYAK,TAYAK,bp_03_09,PZ,Z,pick-based,0.6439057499079334,92,4.6000000000000005,+,200
S0133a,TAYAK,TAYAK,TAYAK,bp_03_09,SZ,Z,pick-based,0.5561115034846835,93,4.65,+,300
S0133a,TAYAK,TAYAK,TAYAK,bp_03_09,PR,R,pick-based,0.7259103066863858,8,0.4,-,200
S0133a,TAYAK,TAYAK,TAYAK,bp_03_09,ST,T,pick-based,0.5550531170582841,0,0.0,-,300
S0133a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PZ,Z,pick-based,0.4934120761830189,92,4.6000000000000005,+,200
S0133a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,SZ,Z,pick-based,0.4519321306575383,-43,-2.15,+,300
S0133a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,PR,R,pick-based,0.5872294374536798,8,0.4,-,200
S0133a,TAYAK,TAYAK,TAYAK,bp_03_09_pol,ST,T,pick-based,0.7472117666123056,-55,-2.75,-,300
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PZ,Z,pick-based,0.5960530818084107,41,2.0500000000000003,+,200
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,SZ,Z,pick-based,0.5717034613087135,82,4.1000000000000005,+,300
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,PR,R,pick-based,0.20408136583150924,100,5.0,-,200
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,raw,ST,T,pick-based,0.27455651460699093,6,0.30000000000000004,-,300
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PZ,Z,pick-based,0.6648105823724807,64,3.2,+,200
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,SZ,Z,pick-based,0.19137425070631173,87,4.3500000000000005,-,300
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,PR,R,pick-based,0.2756912832481302,93,4.65,-,200
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_05,ST,T,pick-based,0.17790871242829592,39,1.9500000000000002,-,300
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PZ,Z,pick-based,0.8200396864400508,73,3.6500000000000004,+,200
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,SZ,Z,pick-based,0.558772465765377,97,4.8500000000000005,-,300
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,PR,R,pick-based,0.208509284402878,100,5.0,-,200
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_01_08,ST,T,pick-based,0.28383913065368227,5,0.25,-,300
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PZ,Z,pick-based,0.710284985905857,57,2.85,-,200
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,SZ,Z,pick-based,0.601645743191131,82,4.1000000000000005,+,300
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,PR,R,pick-based,0.7651780733531014,5,0.25,-,200
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09,ST,T,pick-based,0.4368380115397493,21,1.05,+,300
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PZ,Z,pick-based,0.5462849425905806,57,2.85,-,200
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,SZ,Z,pick-based,0.38987360091187045,96,4.800000000000001,-,300
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,PR,R,pick-based,0.4950096176197717,3,0.15000000000000002,-,200
S0133a,Best17,17-event best (Geophysical_model298),Geophysical_model298,bp_03_09_pol,ST,T,pick-based,0.046674739397446985,99,4.95,-,300
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,raw,PZ,Z,pick-based,0.6338649764025864,94,4.7,+,200
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,raw,SZ,Z,pick-based,0.5517125011642025,-30,-1.5,-,300
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,raw,PR,R,pick-based,0.21454230369180954,86,4.3,-,200
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,raw,ST,T,pick-based,0.2347650501122787,-3,-0.15000000000000002,-,300
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_01_05,PZ,Z,pick-based,0.7820391471576608,91,4.55,+,200
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_01_05,SZ,Z,pick-based,0.1682634788751292,97,4.8500000000000005,-,300
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_01_05,PR,R,pick-based,0.29779001647964226,91,4.55,-,200
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_01_05,ST,T,pick-based,0.15532181313939142,5,0.25,-,300
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_01_08,PZ,Z,pick-based,0.7748509438986901,95,4.75,+,200
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_01_08,SZ,Z,pick-based,0.4532585358826826,-30,-1.5,-,300
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_01_08,PR,R,pick-based,0.2659860891445124,84,4.2,-,200
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_01_08,ST,T,pick-based,0.23484347274246295,-3,-0.15000000000000002,-,300
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_03_09,PZ,Z,pick-based,0.7431546361669686,96,4.800000000000001,+,200
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_03_09,SZ,Z,pick-based,0.6679594238976675,-43,-2.15,+,300
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_03_09,PR,R,pick-based,0.41966962638390565,97,4.8500000000000005,+,200
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_03_09,ST,T,pick-based,0.7044546147663598,-4,-0.2,-,300
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_03_09_pol,PZ,Z,pick-based,0.5561397719212614,80,4.0,-,200
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_03_09_pol,SZ,Z,pick-based,0.5644810800558303,-30,-1.5,-,300
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_03_09_pol,PR,R,pick-based,0.5203573091966013,-20,-1.0,-,200
S0133a,EventBest,Event best (Geophysical_model225),Geophysical_model225,bp_03_09_pol,ST,T,pick-based,0.7752388730077885,-100,-5.0,-,300
S0254b,X,Model X,X,raw,PZ,Z,pick-based,0.5719947625997324,-61,-3.0500000000000003,+,200
S0254b,X,Model X,X,raw,SZ,Z,pick-based,0.3668187000700267,-96,-4.800000000000001,-,300
S0254b,X,Model X,X,raw,PR,R,pick-based,0.2829231221866802,20,1.0,+,200
S0254b,X,Model X,X,raw,ST,T,pick-based,0.12683472122331269,-20,-1.0,-,300
S0254b,X,Model X,X,bp_01_05,PZ,Z,pick-based,0.22819684616945282,-53,-2.6500000000000004,+,200
S0254b,X,Model X,X,bp_01_05,SZ,Z,pick-based,0.24342281053882608,85,4.25,-,300
S0254b,X,Model X,X,bp_01_05,PR,R,pick-based,0.21982615520051338,63,3.1500000000000004,+,200
S0254b,X,Model X,X,bp_01_05,ST,T,pick-based,0.05659856105753292,-87,-4.3500000000000005,+,300
S0254b,X,Model X,X,bp_01_08,PZ,Z,pick-based,0.5637470186568253,-60,-3.0,+,200
S0254b,X,Model X,X,bp_01_08,SZ,Z,pick-based,0.46616981555424253,-96,-4.800000000000001,-,300
S0254b,X,Model X,X,bp_01_08,PR,R,pick-based,0.22628598372958378,21,1.05,+,200
S0254b,X,Model X,X,bp_01_08,ST,T,pick-based,0.12187080058755609,-21,-1.05,-,300
S0254b,X,Model X,X,bp_03_09,PZ,Z,pick-based,0.6687744274826967,-61,-3.0500000000000003,+,200
S0254b,X,Model X,X,bp_03_09,SZ,Z,pick-based,0.46451206263363776,-80,-4.0,+,300
S0254b,X,Model X,X,bp_03_09,PR,R,pick-based,0.5449653889913865,95,4.75,+,200
S0254b,X,Model X,X,bp_03_09,ST,T,pick-based,0.7966928080121962,-20,-1.0,-,300
S0254b,X,Model X,X,bp_03_09_pol,PZ,Z,pick-based,0.5283274797857515,-61,-3.0500000000000003,+,200
S0254b,X,Model X,X,bp_03_09_pol,SZ,Z,pick-based,0.9311144311658833,-100,-5.0,-,300
S0254b,X,Model X,X,bp_03_09_pol,PR,R,pick-based,0.595557713834813,20,1.0,+,200
S0254b,X,Model X,X,bp_03_09_pol,ST,T,pick-based,0.7838078313290926,-20,-1.0,-,300
