event_id,model_key,stage,panel,mean_cc,median_cc,mean_abs_shift_s,n_panels
S0152a,Best17,raw,ST,0.6563174544393393,0.6563174544393393,4.55,1
S0152a,Best17,raw,SZ,0.5949193875652867,0.5949193875652867,2.85,1
S0152a,EventBest,bp_01_05,PR,0.12057515688913865,0.12057515688913865,2.1,1
S0152a,EventBest,bp_01_05,PZ,0.30426646336151514,0.30426646336151514,3.7,1
S0152a,EventBest,bp_01_05,ST,0.3102411910870427,0.3102411910870427,1.35,1
S0152a,EventBest,bp_01_05,SZ,0.050704140957887715,0.050704140957887715,4.45,1
S0152a,EventBest,bp_01_08,PR,0.2732597768430483,0.2732597768430483,4.05,1
S0152a,EventBest,bp_01_08,PZ,0.7844775602945461,0.7844775602945461,2.75,1
S0152a,EventBest,bp_01_08,ST,0.8356581755403916,0.8356581755403916,1.3,1
S0152a,EventBest,bp_01_08,SZ,0.18398455855425289,0.18398455855425289,3.1,1
S0152a,EventBest,bp_03_09,PR,0.7083699469428558,0.7083699469428558,4.1000000000000005,1
S0152a,EventBest,bp_03_09,PZ,0.806400005868164,0.806400005868164,2.75,1
S0152a,EventBest,bp_03_09,ST,0.9538638137229831,0.9538638137229831,1.3,1
S0152a,EventBest,bp_03_09,SZ,0.75467887862537,0.75467887862537,3.1,1
S0152a,EventBest,bp_03_09_pol,PR,0.5531485064563212,0.5531485064563212,4.800000000000001,1
S0152a,EventBest,bp_03_09_pol,PZ,0.6911918974357947,0.6911918974357947,3.5500000000000003,1
S0152a,EventBest,bp_03_09_pol,ST,0.9413464030712073,0.9413464030712073,1.3,1
S0152a,EventBest,bp_03_09_pol,SZ,0.8102474109211715,0.8102474109211715,3.1,1
S0152a,EventBest,raw,PR,0.2592157681488763,0.2592157681488763,4.1000000000000005,1
S0152a,EventBest,raw,PZ,0.7627253269022831,0.7627253269022831,2.75,1
S0152a,EventBest,raw,ST,0.8151980265846057,0.8151980265846057,1.3,1
S0152a,EventBest,raw,SZ,0.1823890186011429,0.1823890186011429,3.0500000000000003,1
S0152a,TAYAK,bp_01_05,PR,0.19238294095416122,0.19238294095416122,5.0,1
S0152a,TAYAK,bp_01_05,PZ,0.10322551255602422,0.10322551255602422,5.0,1
S0152a,TAYAK,bp_01_05,ST,0.30393343970544123,0.30393343970544123,4.2,1
S0152a,TAYAK,bp_01_05,SZ,0.24721890446998177,0.24721890446998177,0.65,1
S0152a,TAYAK,bp_01_08,PR,0.474015427594215,0.474015427594215,5.0,1
S0152a,TAYAK,bp_01_08,PZ,0.1948531763871471,0.1948531763871471,1.3,1
S0152a,TAYAK,bp_01_08,ST,0.10475585283907346,0.10475585283907346,4.75,1
S0152a,TAYAK,bp_01_08,SZ,0.647224904419119,0.647224904419119,0.8500000000000001,1
S0152a,TAYAK,bp_03_09,PR,0.5831010685860496,0.5831010685860496,0.05,1
S0152a,TAYAK,bp_03_09,PZ,0.6928523184472226,0.6928523184472226,1.3,1
S0152a,TAYAK,bp_03_09,ST,0.34832658110331155,0.34832658110331155,5.0,1
S0152a,TAYAK,bp_03_09,SZ,0.685470733248183,0.685470733248183,2.2,1
S0152a,TAYAK,bp_03_09_pol,PR,0.7359551110580089,0.7359551110580089,0.05,1
S0152a,TAYAK,bp_03_09_pol,PZ,0.5759541256127485,0.5759541256127485,0.45,1
S0152a,TAYAK,bp_03_09_pol,ST,0.01488495593009676,0.01488495593009676,4.800000000000001,1
S0152a,TAYAK,bp_03_09_pol,SZ,0.6695625591691791,0.6695625591691791,2.2,1
