event_id,p_sec,s_sec,latitude,longitude,depth,distance,mrr,mrt,mrp,mtt,mtp,mpp,time_p,time_s
S1094b ,81913,82247,42.6,-173.9,10,59.7,4.20E+21,4.20E+21,4.20E+21,0.00E+00,0.00E+00,0.00E+00,2021-12-24T22:45:13,2021-12-24T22:50:47
