model_id,source_path,source_format,composition,tpot_K,adiabat_K_km,d_main_km,w_main_km,d_800_km,w_800_km,d_1000_km,w_1000_km,d_1200_km,w_1200_km,d_1400_km,w_1400_km,d_1600_km,w_1600_km,mean_p_misfit,mean_s_misfit,total_misfit,mean_p_cc,mean_s_cc,used_events
CD_model69,/home/lyara/areswave/models/CD_model69.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.134624579,0.349884939,0.278131486,0.865375421,0.650115061,1
MD_model37,/home/lyara/areswave/models/MD_model37.nd,nd,UNK,,,981.132,60,895.92,191.726,981.132,60,1290.024,31.954,1332.63,63.908,1615.446,60,0.425276764,0.210178368,0.281877833,0.574723236,0.789821632,1
CD_model11,/home/lyara/areswave/models/CD_model11.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.221525631,0.351981147,0.308495975,0.778474369,0.648018853,1
CD_model79,/home/lyara/areswave/models/CD_model79.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.233530333,0.36280569,0.319713904,0.766469667,0.63719431,1
Geophysical_model685,/home/lyara/areswave/models/Geophysical_model685.nd,nd,UNK,,,933.11,60,877.665,178.677,933.11,60,1115.217,16.555,1495.986,99.331,1677.355,60,0.304539476,0.337999635,0.326846249,0.695460524,0.662000365,1
Geophysical_model605,/home/lyara/areswave/models/Geophysical_model605.nd,nd,UNK,,,916.648,60,900,180.158,916.648,60,1116.419,16.648,1499.315,99.885,1680.704,60,0.160368881,0.4345399,0.343149561,0.839631119,0.5654601,1
CD_model96,/home/lyara/areswave/models/CD_model96.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.216608577,0.408451961,0.344504166,0.783391423,0.591548039,1
Geophysical_model632,/home/lyara/areswave/models/Geophysical_model632.nd,nd,UNK,,,900,60,900,22.42,900,60,1101.621,16.802,1488.061,100.811,1686.284,60,0.117727293,0.466091776,0.349970281,0.882272707,0.533908224,1
CD_model84,/home/lyara/areswave/models/CD_model84.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.239124076,0.412845445,0.354938322,0.760875924,0.587154555,1
CD_model23,/home/lyara/areswave/models/CD_model23.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.11278796,0.48361055,0.36000302,0.88721204,0.51638945,1
CD_model85,/home/lyara/areswave/models/CD_model85.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.15513896,0.46609403,0.36244234,0.84486104,0.53390597,1
CD_model88,/home/lyara/areswave/models/CD_model88.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.369625976,0.358869858,0.362455231,0.630374024,0.641130142,1
CD_model18,/home/lyara/areswave/models/CD_model18.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.155616582,0.474022986,0.367887518,0.844383418,0.525977014,1
Geophysical_model681,/home/lyara/areswave/models/Geophysical_model681.nd,nd,UNK,,,916.723,60,877.828,199.549,916.723,60,1117.396,33.446,1485.297,83.614,1683.425,60,0.073940003,0.542474328,0.38629622,0.926059997,0.457525672,1
Geophysical_model996,/home/lyara/areswave/models/Geophysical_model996.nd,nd,UNK,,,916.723,60,877.828,199.549,916.723,60,1117.396,33.446,1485.297,83.614,1683.425,60,0.073940003,0.542474328,0.38629622,0.926059997,0.457525672,1
Geophysical_model566,/home/lyara/areswave/models/Geophysical_model566.nd,nd,UNK,,,916.723,60,877.828,199.549,916.723,60,1117.396,33.446,1485.297,83.614,1683.425,60,0.073940003,0.542474328,0.38629622,0.926059997,0.457525672,1
Geophysical_model847,/home/lyara/areswave/models/Geophysical_model847.nd,nd,UNK,,,916.687,60,876.852,185.181,916.687,60,1116.931,33.374,1484.044,83.435,1682.128,60,0.244507545,0.462472712,0.389817656,0.755492455,0.537527288,1
MD_model91,/home/lyara/areswave/models/MD_model91.nd,nd,UNK,,,1010.241,60,823.126,10.395,1010.241,60,1155.775,155.93,1301.31,166.324,1600.05,60,0.450155813,0.37420616,0.399522711,0.549844187,0.62579384,1
Geophysical_model641,/home/lyara/areswave/models/Geophysical_model641.nd,nd,UNK,,,916.669,60,877.464,180.285,916.669,60,1116.699,33.338,1483.42,83.346,1681.482,60,0.094201461,0.560624398,0.405150086,0.905798539,0.439375602,1
CD_model24,/home/lyara/areswave/models/CD_model24.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.162877782,0.531967094,0.408937324,0.837122218,0.468032906,1
CD_model5,/home/lyara/areswave/models/CD_model5.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.184605752,0.521778992,0.409387912,0.815394248,0.478221008,1
Geophysical_model896,/home/lyara/areswave/models/Geophysical_model896.nd,nd,UNK,,,900,60,900,198.325,900,60,1104.416,17.035,1479.179,102.208,1694.72,60,0.234184239,0.499297545,0.410926443,0.765815761,0.500702455,1
Geophysical_model650,/home/lyara/areswave/models/Geophysical_model650.nd,nd,UNK,,,916.714,60,876.024,191.807,916.714,60,1117.284,33.428,1484.996,83.571,1683.113,60,0.121210341,0.558663211,0.412845588,0.878789659,0.441336789,1
Geophysical_model552,/home/lyara/areswave/models/Geophysical_model552.nd,nd,UNK,,,916.714,60,876.024,191.807,916.714,60,1117.284,33.428,1484.996,83.571,1683.113,60,0.121210341,0.558663211,0.412845588,0.878789659,0.441336789,1
CD_model87,/home/lyara/areswave/models/CD_model87.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.159123213,0.542663874,0.414816987,0.840876787,0.457336126,1
Geophysical_model633,/home/lyara/areswave/models/Geophysical_model633.nd,nd,UNK,,,916.648,60,877.507,179.943,916.648,60,1116.419,16.648,1499.315,99.885,1680.704,60,0.134366053,0.567017212,0.422800159,0.865633947,0.432982788,1
Geophysical_model781,/home/lyara/areswave/models/Geophysical_model781.nd,nd,UNK,,,916.648,60,877.507,179.943,916.648,60,1116.419,16.648,1499.315,99.885,1680.704,60,0.134366053,0.567017212,0.422800159,0.865633947,0.432982788,1
Geophysical_model906,/home/lyara/areswave/models/Geophysical_model906.nd,nd,UNK,,,916.577,60,900,196.183,916.577,60,1115.503,16.577,1480.2,99.463,1678.151,60,0.14456463,0.565488932,0.425180831,0.85543537,0.434511068,1
CD_model19,/home/lyara/areswave/models/CD_model19.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.130778586,0.57851499,0.429269522,0.869221414,0.42148501,1
Geophysical_model635,/home/lyara/areswave/models/Geophysical_model635.nd,nd,UNK,,,916.706,60,900,188.093,916.706,60,1117.178,33.412,1484.711,83.53,1682.818,60,0.201926166,0.546924455,0.431925025,0.798073834,0.453075545,1
Geophysical_model717,/home/lyara/areswave/models/Geophysical_model717.nd,nd,UNK,,,916.648,60,877.434,180.527,916.648,60,1116.419,16.648,1499.315,99.885,1680.704,60,0.100764493,0.597534662,0.431944606,0.899235507,0.402465338,1
CD_model10,/home/lyara/areswave/models/CD_model10.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.139115863,0.578618509,0.432117627,0.860884137,0.421381491,1
Geophysical_model684,/home/lyara/areswave/models/Geophysical_model684.nd,nd,UNK,,,900,60,900,21.48,900,60,1116.854,33.362,1483.837,100.087,1681.914,60,0.268467832,0.513951446,0.432123574,0.731532168,0.486048554,1
MD_model71,/home/lyara/areswave/models/MD_model71.nd,nd,UNK,,,988.56,60,746.594,10.52,988.56,60,1114.804,178.845,1440.933,21.04,1605.599,60,0.351015268,0.475669231,0.43411791,0.648984732,0.524330769,1
Geophysical_model600,/home/lyara/areswave/models/Geophysical_model600.nd,nd,UNK,,,1098.51,60,900,23.878,1098.51,60,1115.052,16.543,1462.444,99.255,1676.896,60,0.243013645,0.539701342,0.440805443,0.756986355,0.460298658,1
CD_model33,/home/lyara/areswave/models/CD_model33.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.584899257,0.368851833,0.440867641,0.415100743,0.631148167,1
Geophysical_model909,/home/lyara/areswave/models/Geophysical_model909.nd,nd,UNK,,,916.648,60,900,180.344,916.648,60,1116.419,16.648,1499.315,99.885,1680.704,60,0.240062127,0.544553456,0.443056346,0.759937873,0.455446544,1
Geophysical_model647,/home/lyara/areswave/models/Geophysical_model647.nd,nd,UNK,,,916.648,60,877.465,180.284,916.648,60,1116.419,16.648,1499.315,99.885,1680.704,60,0.186655879,0.572638659,0.443977732,0.813344121,0.427361341,1
MD_model81,/home/lyara/areswave/models/MD_model81.nd,nd,UNK,,,935.619,60,731.217,182.886,935.619,60,1290.631,53.79,1301.389,60,1629.021,60,0.531852843,0.400983575,0.444606664,0.468147157,0.599016425,1
Geophysical_model761,/home/lyara/areswave/models/Geophysical_model761.nd,nd,UNK,,,900,60,900,179.39,900,60,1101.753,33.625,1488.445,100.876,1686.682,60,0.269925757,0.532119058,0.444721291,0.730074243,0.467880942,1
CD_model73,/home/lyara/areswave/models/CD_model73.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.149307283,0.59409736,0.445834001,0.850692717,0.40590264,1
CD_model16,/home/lyara/areswave/models/CD_model16.nd,nd,UNK,,,,60,,60,,60,,60,,60,,60,0.205050321,0.566868296,0.446262304,0.794949679,0.433131704,1
Geophysical_model709,/home/lyara/areswave/models/Geophysical_model709.nd,nd,UNK,,,900,60,900,21.486,900,60,1116.829,33.358,1483.771,100.075,1681.845,60,0.248511226,0.547840919,0.448064355,0.751488774,0.452159081,1
Geophysical_model808,/home/lyara/areswave/models/Geophysical_model808.nd,nd,UNK,,,916.724,60,900,188.917,916.724,60,1117.416,33.448,1468.626,83.621,1683.48,60,0.131707521,0.611602567,0.451637552,0.868292479,0.388397433,1
Geophysical_model586,/home/lyara/areswave/models/Geophysical_model586.nd,nd,UNK,,,1099.57,60,900,21.058,1099.57,60,1116.201,16.631,1465.45,99.785,1680.096,60,0.239737252,0.55801416,0.451921858,0.760262748,0.44198584,1
Geophysical_model819,/home/lyara/areswave/models/Geophysical_model819.nd,nd,UNK,,,1085.015,60,900,29.637,1085.015,60,1101.834,16.82,1455.044,117.737,1686.928,60,0.200748673,0.583439977,0.455876209,0.799251327,0.416560023,1
Geophysical_model891,/home/lyara/areswave/models/Geophysical_model891.nd,nd,UNK,,,933.072,60,900,199.226,933.072,60,1114.966,16.536,1495.291,82.679,1676.656,60,0.117786122,0.628419794,0.45820857,0.882213878,0.371580206,1
Geophysical_model601,/home/lyara/areswave/models/Geophysical_model601.nd,nd,UNK,,,916.693,60,877.681,178.549,916.693,60,1117.015,33.386,1484.271,83.467,1682.363,60,0.151826245,0.611433626,0.458231166,0.848173755,0.388566374,1
