model_id,source_path,source_format,composition,tpot_K,adiabat_K_km,d_main_km,w_main_km,d_800_km,w_800_km,d_1000_km,w_1000_km,d_1200_km,w_1200_km,d_1400_km,w_1400_km,d_1600_km,w_1600_km,mean_p_misfit,mean_s_misfit,total_misfit,mean_p_cc,mean_s_cc,used_events
Geophysical_model489,/home/lyara/areswave/models/Geophysical_model489.nd,nd,UNK,,,967.872,60.0,900.0,180.37699999999995,967.872,60.0,1120.585,33.937000000000126,1459.948,101.80899999999997,1692.31,60.0,0.5096684910973643,0.32494329101954433,0.386518357712151,0.49033150890263566,0.6750567089804557,1
Geophysical_model771,/home/lyara/areswave/models/Geophysical_model771.nd,nd,UNK,,,933.784,60.0,900.0,183.01300000000003,933.784,60.0,1119.594,33.784000000000106,1491.215,84.45899999999983,1689.548,60.0,0.3326961777463191,0.4228869744735707,0.3928233755644868,0.6673038222536809,0.5771130255264293,1
Geophysical_model772,/home/lyara/areswave/models/Geophysical_model772.nd,nd,UNK,,,933.784,60.0,900.0,183.01300000000003,933.784,60.0,1119.594,33.784000000000106,1491.215,84.45899999999983,1689.548,60.0,0.3326961777463191,0.4228869744735707,0.3928233755644868,0.6673038222536809,0.5771130255264293,1
CD_model43,/home/lyara/areswave/models/CD_model43.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.27089584613256057,0.45817622799911506,0.3957494340435969,0.7291041538674394,0.5418237720008849,1
CD_model30,/home/lyara/areswave/models/CD_model30.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.27089584613256057,0.45817622799911506,0.3957494340435969,0.7291041538674394,0.5418237720008849,1
CD_model72,/home/lyara/areswave/models/CD_model72.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.37797454244845574,0.4089021840639997,0.39859297019215173,0.6220254575515443,0.5910978159360003,1
Geophysical_model310,/home/lyara/areswave/models/Geophysical_model310.nd,nd,UNK,,,1016.326,60.0,878.266,195.60199999999998,1016.326,60.0,1132.652,33.235999999999876,1498.248,99.70800000000008,1679.631,60.0,0.40184854204864573,0.4045457006393801,0.403646647775802,0.5981514579513543,0.5954542993606199,1
AK_model_86,/home/lyara/areswave/models/AK_model_86.nd,nd,UNK,,,1049.938,60.0,885.794,23.448999999999955,1049.938,60.0,1284.43,23.450000000000045,1354.777,70.34700000000021,1674.308,60.0,0.5118338476331643,0.3716387385503337,0.4183704415779439,0.48816615236683564,0.6283612614496663,1
Geophysical_model355,/home/lyara/areswave/models/Geophysical_model355.nd,nd,UNK,,,1063.846,60.0,900.0,187.63800000000003,1063.846,60.0,1145.769,32.769000000000005,1489.845,65.53899999999999,1671.177,60.0,0.31706961264200917,0.47336261434557425,0.42126494711105256,0.6829303873579908,0.5266373856544257,1
Geophysical_model385,/home/lyara/areswave/models/Geophysical_model385.nd,nd,UNK,,,999.801,60.0,900.0,191.803,999.801,60.0,1116.236,16.63299999999981,1498.807,99.80099999999993,1680.192,60.0,0.33275018210042107,0.4700172496219208,0.42426156044808755,0.6672498178995789,0.5299827503780792,1
