model_id,source_path,source_format,composition,tpot_K,adiabat_K_km,d_main_km,w_main_km,d_800_km,w_800_km,d_1000_km,w_1000_km,d_1200_km,w_1200_km,d_1400_km,w_1400_km,d_1600_km,w_1600_km,mean_p_misfit,mean_s_misfit,total_misfit,mean_p_cc,mean_s_cc,used_events
AK_model_62,/home/lyara/areswave/models/AK_model_62.nd,nd,UNK,,,1016.476,60.0,815.77,25.087999999999965,1016.476,60.0,1116.83,100.35300000000007,1367.713,75.2650000000001,1675.2,60.0,0.2180104907018412,0.3390404758615161,0.2986971474749578,0.7819895092981588,0.6609595241384839,1
Geophysical_model563,/home/lyara/areswave/models/Geophysical_model563.nd,nd,UNK,,,1087.281,60.0,900.0,22.385999999999967,1087.281,60.0,1104.307,17.02500000000009,1461.843,119.17900000000009,1694.389,60.0,0.2010308617488341,0.35224503126912265,0.3018403080956931,0.7989691382511659,0.6477549687308773,1
Geophysical_model218,/home/lyara/areswave/models/Geophysical_model218.nd,nd,UNK,,,966.445,60.0,900.0,179.84699999999998,966.445,60.0,1115.945,16.611000000000104,1464.778,99.66700000000014,1679.382,60.0,0.28358635211729577,0.3250495070888294,0.3112284554316515,0.7164136478827042,0.6749504929111706,1
Geophysical_model909,/home/lyara/areswave/models/Geophysical_model909.nd,nd,UNK,,,916.648,60.0,900.0,180.34400000000005,916.648,60.0,1116.419,16.64799999999991,1499.315,99.88499999999999,1680.704,60.0,0.246381587095297,0.34420737779197297,0.31159878089308096,0.753618412904703,0.655792622208027,1
Geophysical_model77,/home/lyara/areswave/models/Geophysical_model77.nd,nd,UNK,,,1049.531,60.0,900.0,181.05100000000004,1049.531,60.0,1132.603,33.22900000000004,1498.123,83.07300000000009,1679.504,60.0,0.34743036855764686,0.2989914630637994,0.3151377648950819,0.6525696314423531,0.7010085369362006,1
CD_model99,/home/lyara/areswave/models/CD_model99.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.37077359300650325,0.2893121124347132,0.3164659392919766,0.6292264069934967,0.7106878875652868,1
AK_model_21,/home/lyara/areswave/models/AK_model_21.nd,nd,UNK,,,1060.311,60.0,819.703,53.46900000000005,1060.311,60.0,1274.186,26.733999999999924,1327.655,53.468999999999824,1698.352,60.0,0.17611629385815675,0.3881021825446418,0.31744021964914676,0.8238837061418433,0.6118978174553582,1
Geophysical_model943,/home/lyara/areswave/models/Geophysical_model943.nd,nd,UNK,,,900.0,60.0,900.0,188.60199999999998,900.0,60.0,1115.838,16.60200000000009,1464.498,116.22000000000003,1679.083,60.0,0.30213642046601663,0.331138662052618,0.32147124819041756,0.6978635795339834,0.668861337947382,1
Geophysical_model568,/home/lyara/areswave/models/Geophysical_model568.nd,nd,UNK,,,900.0,60.0,900.0,181.52300000000002,900.0,60.0,1118.976,33.68899999999985,1472.706,101.06600000000003,1687.825,60.0,0.233773230931844,0.3675188482844005,0.32293697583354836,0.766226769068156,0.6324811517155995,1
Geophysical_model141,/home/lyara/areswave/models/Geophysical_model141.nd,nd,UNK,,,1098.572,60.0,877.483,180.13199999999995,1098.572,60.0,1115.12,16.548000000000002,1446.074,99.28600000000006,1677.084,60.0,0.2512411560954323,0.36143580042871626,0.3247042523176216,0.7487588439045677,0.6385641995712837,1
Geophysical_model654,/home/lyara/areswave/models/Geophysical_model654.nd,nd,UNK,,,916.721,60.0,875.945,192.43899999999996,916.721,60.0,1117.378,33.442999999999984,1485.25,83.60799999999995,1683.376,60.0,0.31773994872655786,0.32921269144701837,0.32538844387353155,0.6822600512734421,0.6707873085529816,1
Geophysical_model553,/home/lyara/areswave/models/Geophysical_model553.nd,nd,UNK,,,900.0,60.0,900.0,178.562,900.0,60.0,1118.724,33.65000000000009,1472.049,100.94900000000007,1687.125,60.0,0.26426259732918445,0.3573356012813578,0.3263112666306333,0.7357374026708156,0.6426643987186422,1
Geophysical_model65,/home/lyara/areswave/models/Geophysical_model65.nd,nd,UNK,,,965.752,60.0,900.0,181.31399999999996,965.752,60.0,1113.693,16.437000000000126,1442.45,115.06499999999983,1673.108,60.0,0.2441176327190765,0.3701848722146658,0.32816245904946933,0.7558823672809235,0.6298151277853342,1
Geophysical_model743,/home/lyara/areswave/models/Geophysical_model743.nd,nd,UNK,,,1086.489,60.0,900.0,21.32299999999998,1086.489,60.0,1103.443,16.952999999999975,1459.467,118.67499999999995,1691.782,60.0,0.22402693497281667,0.38082067590316737,0.3285560955930505,0.7759730650271833,0.6191793240968326,1
AK_model_84,/home/lyara/areswave/models/AK_model_84.nd,nd,UNK,,,1086.523,60.0,887.59,24.865999999999985,1086.523,60.0,1285.455,24.866999999999962,1360.055,74.60000000000014,1666.648,60.0,0.3052441631061694,0.3402760155689861,0.3285987314147139,0.6947558368938306,0.6597239844310139,1
Geophysical_model607,/home/lyara/areswave/models/Geophysical_model607.nd,nd,UNK,,,900.0,60.0,900.0,180.73800000000006,900.0,60.0,1116.617,16.66300000000001,1466.537,99.97700000000009,1681.255,60.0,0.22347683831501508,0.38136940811229936,0.3287385515132046,0.7765231616849849,0.6186305918877006,1
Geophysical_model613,/home/lyara/areswave/models/Geophysical_model613.nd,nd,UNK,,,1099.905,60.0,900.0,21.057000000000016,1099.905,60.0,1116.564,16.6579999999999,1466.397,99.95299999999997,1681.106,60.0,0.18312022392792615,0.40239504838204554,0.32930344023067243,0.8168797760720738,0.5976049516179545,1
Geophysical_model389,/home/lyara/areswave/models/Geophysical_model389.nd,nd,UNK,,,949.524,60.0,900.0,193.33900000000006,949.524,60.0,1114.604,16.509000000000015,1461.273,99.048,1675.648,60.0,0.3170007567931268,0.33550067155671626,0.3293340333021864,0.6829992432068732,0.6644993284432837,1
Geophysical_model333,/home/lyara/areswave/models/Geophysical_model333.nd,nd,UNK,,,1098.133,60.0,900.0,196.23800000000006,1098.133,60.0,1147.666,33.02300000000014,1494.399,66.04399999999987,1675.759,60.0,0.38849603446361536,0.30184329025019896,0.3307275383213378,0.6115039655363846,0.698156709749801,1
Geophysical_model855,/home/lyara/areswave/models/Geophysical_model855.nd,nd,UNK,,,916.736,60.0,875.945,192.44100000000003,916.736,60.0,1117.572,33.47199999999998,1469.034,83.68100000000004,1683.914,60.0,0.28629303767280445,0.3530064776897507,0.3307686643507686,0.7137069623271955,0.6469935223102493,1
Geophysical_model331,/home/lyara/areswave/models/Geophysical_model331.nd,nd,UNK,,,966.03,60.0,900.0,191.53599999999994,966.03,60.0,1114.598,16.507000000000062,1461.256,99.04499999999985,1675.63,60.0,0.24561717640510583,0.373846701757547,0.3311035266400666,0.7543828235948942,0.626153298242453,1
Geophysical_model661,/home/lyara/areswave/models/Geophysical_model661.nd,nd,UNK,,,933.422,60.0,900.0,184.00400000000002,933.422,60.0,1117.244,33.423,1484.889,83.55599999999981,1683.002,60.0,0.2611970344959029,0.36758216711283886,0.3321204562405269,0.7388029655040971,0.6324178328871611,1
CD_model98,/home/lyara/areswave/models/CD_model98.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.2717054155935321,0.36512303098175936,0.33398382585235026,0.7282945844064679,0.6348769690182406,1
Geophysical_model238,/home/lyara/areswave/models/Geophysical_model238.nd,nd,UNK,,,983.209,60.0,877.982,198.163,983.209,60.0,1116.342,16.641999999999825,1465.818,116.49200000000019,1680.489,60.0,0.22505472333245047,0.38933455878212675,0.3345746136322347,0.7749452766675495,0.6106654412178733,1
MD_model7,/home/lyara/areswave/models/MD_model7.nd,nd,UNK,,,992.399,60.0,762.376,10.455000000000041,992.399,60.0,1107.411,188.20000000000005,1389.712,188.20100000000002,1605.996,60.0,0.21695069198591188,0.3936422943931842,0.3347450935907601,0.7830493080140881,0.6063577056068158,1
Geophysical_model981,/home/lyara/areswave/models/Geophysical_model981.nd,nd,UNK,,,933.4,60.0,900.0,184.236,933.4,60.0,1117.102,33.399999999999864,1484.505,83.5010000000002,1682.605,60.0,0.21606649341014006,0.3952066398773373,0.3354932577216048,0.7839335065898599,0.6047933601226627,1
Geophysical_model432,/home/lyara/areswave/models/Geophysical_model432.nd,nd,UNK,,,1031.52,60.0,900.0,186.47000000000003,1031.52,60.0,1130.159,32.87999999999988,1475.398,82.19900000000007,1673.183,60.0,0.3513056658069481,0.3278269491313792,0.33565318802323557,0.6486943341930519,0.6721730508686208,1
Geophysical_model418,/home/lyara/areswave/models/Geophysical_model418.nd,nd,UNK,,,1031.52,60.0,900.0,186.47000000000003,1031.52,60.0,1130.159,32.87999999999988,1475.398,82.19900000000007,1673.183,60.0,0.3513056658069481,0.3278269491313792,0.33565318802323557,0.6486943341930519,0.6721730508686208,1
Geophysical_model369,/home/lyara/areswave/models/Geophysical_model369.nd,nd,UNK,,,1031.52,60.0,900.0,186.47000000000003,1031.52,60.0,1130.159,32.87999999999988,1475.398,82.19900000000007,1673.183,60.0,0.3513056658069481,0.3278269491313792,0.33565318802323557,0.6486943341930519,0.6721730508686208,1
AK_model_34,/home/lyara/areswave/models/AK_model_34.nd,nd,UNK,,,1087.427,60.0,875.207,26.527000000000044,1087.427,60.0,1299.646,26.52800000000002,1352.701,53.055000000000064,1695.247,60.0,0.3072655842823715,0.35164608251921237,0.33685258310693206,0.6927344157176285,0.6483539174807876,1
Geophysical_model412,/home/lyara/areswave/models/Geophysical_model412.nd,nd,UNK,,,1030.985,60.0,900.0,188.822,1030.985,60.0,1129.223,32.746000000000095,1489.43,81.86500000000001,1670.76,60.0,0.29983565443070104,0.3569400115940259,0.3379052258729176,0.700164345569299,0.6430599884059741,1
Geophysical_model761,/home/lyara/areswave/models/Geophysical_model761.nd,nd,UNK,,,900.0,60.0,900.0,179.39,900.0,60.0,1101.753,33.625,1488.445,100.87599999999998,1686.682,60.0,0.189839322240687,0.412993346777059,0.3386086719316017,0.810160677759313,0.587006653222941,1
Geophysical_model376,/home/lyara/areswave/models/Geophysical_model376.nd,nd,UNK,,,983.203,60.0,878.839,190.45100000000002,983.203,60.0,1116.329,16.6400000000001,1465.783,99.84400000000005,1680.452,60.0,0.33132645817714745,0.3432063434563176,0.3392463816965942,0.6686735418228525,0.6567936565436824,1
