model_id,source_path,source_format,composition,tpot_K,adiabat_K_km,d_main_km,w_main_km,d_800_km,w_800_km,d_1000_km,w_1000_km,d_1200_km,w_1200_km,d_1400_km,w_1400_km,d_1600_km,w_1600_km,mean_p_misfit,mean_s_misfit,total_misfit,mean_p_cc,mean_s_cc,used_events
Geophysical_model64,/home/lyara/areswave/models/Geophysical_model64.nd,nd,UNK,,,967.437,60.0,900.0,186.20899999999995,967.437,60.0,1119.169,33.718000000000075,1456.352,101.15499999999997,1688.364,60.0,0.34554557713580025,0.30662822833327197,0.31960067793411473,0.6544544228641997,0.693371771666728,1
CD_model95,/home/lyara/areswave/models/CD_model95.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.2567463738186564,0.3566804533923992,0.3233690935344849,0.7432536261813436,0.6433195466076008,1
Geophysical_model353,/home/lyara/areswave/models/Geophysical_model353.nd,nd,UNK,,,967.499,60.0,900.0,184.85799999999995,967.499,60.0,1119.373,33.75,1456.871,101.2489999999998,1688.933,60.0,0.21843371883717888,0.4008614816040639,0.3400522273484355,0.7815662811628211,0.5991385183959361,1
Geophysical_model492,/home/lyara/areswave/models/Geophysical_model492.nd,nd,UNK,,,967.499,60.0,900.0,184.85799999999995,967.499,60.0,1119.373,33.75,1456.871,101.2489999999998,1688.933,60.0,0.21843371883717888,0.4008614816040639,0.3400522273484355,0.7815662811628211,0.5991385183959361,1
CD_model19,/home/lyara/areswave/models/CD_model19.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.17417576187042227,0.4305160909385002,0.3450693145824742,0.8258242381295777,0.5694839090614998,1
CD_model89,/home/lyara/areswave/models/CD_model89.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.17429171736708715,0.4334047502700479,0.3470337393023943,0.8257082826329128,0.5665952497299521,1
CD_model96,/home/lyara/areswave/models/CD_model96.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.33154477414481165,0.38360323539498964,0.36625041497826366,0.6684552258551884,0.6163967646050104,1
CD_model3,/home/lyara/areswave/models/CD_model3.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.21229984159662174,0.47328953015854935,0.38629296730457346,0.7877001584033783,0.5267104698414506,1
CD_model60,/home/lyara/areswave/models/CD_model60.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.350556552693283,0.420943587871072,0.397481242811809,0.649443447306717,0.579056412128928,1
Geophysical_model936,/home/lyara/areswave/models/Geophysical_model936.nd,nd,UNK,,,1086.703,60.0,900.0,21.596000000000004,1086.703,60.0,1103.676,16.972999999999956,1460.108,118.81000000000017,1692.486,60.0,0.25744599445964933,0.5078569819143957,0.42438665276281357,0.7425540055403507,0.4921430180856043,1
CD_model69,/home/lyara/areswave/models/CD_model69.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.465328539185787,0.4400890859954829,0.4485022370589176,0.534671460814213,0.5599109140045171,1
Geophysical_model688,/home/lyara/areswave/models/Geophysical_model688.nd,nd,UNK,,,933.943,60.0,879.28,186.476,933.943,60.0,1120.631,33.942999999999984,1494.007,84.85800000000017,1692.437,60.0,0.24322796403686353,0.5520084125336695,0.4490815963680675,0.7567720359631365,0.44799158746633044,1
Geophysical_model884,/home/lyara/areswave/models/Geophysical_model884.nd,nd,UNK,,,933.365,60.0,900.0,186.28300000000002,933.365,60.0,1116.871,33.36500000000001,1483.885,83.41200000000003,1681.963,60.0,0.34750421745183613,0.5001596801591539,0.4492745259233813,0.6524957825481639,0.49984031984084604,1
CD_model62,/home/lyara/areswave/models/CD_model62.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.20068375087944745,0.6016254798086287,0.46797823683223494,0.7993162491205525,0.39837452019137126,1
Geophysical_model619,/home/lyara/areswave/models/Geophysical_model619.nd,nd,UNK,,,916.969,60.0,878.268,195.58399999999995,916.969,60.0,1120.603,33.93900000000008,1493.931,84.84699999999998,1692.359,60.0,0.3227641898519119,0.5485135468044401,0.4732637611535974,0.6772358101480881,0.4514864531955599,1
Geophysical_model980,/home/lyara/areswave/models/Geophysical_model980.nd,nd,UNK,,,916.969,60.0,878.268,195.58399999999995,916.969,60.0,1120.603,33.93900000000008,1493.931,84.84699999999998,1692.359,60.0,0.3227641898519119,0.5485135468044401,0.4732637611535974,0.6772358101480881,0.4514864531955599,1
Geophysical_model457,/home/lyara/areswave/models/Geophysical_model457.nd,nd,UNK,,,1000.924,60.0,900.0,185.79899999999998,1000.924,60.0,1118.67,33.641000000000076,1488.726,100.9240000000002,1686.973,60.0,0.14571382142623734,0.6392202452076414,0.47471810394717345,0.8542861785737627,0.3607797547923585,1
CD_model8,/home/lyara/areswave/models/CD_model8.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.7374422630774834,0.3525529842227928,0.4808494105076897,0.2625577369225166,0.6474470157772072,1
Geophysical_model916,/home/lyara/areswave/models/Geophysical_model916.nd,nd,UNK,,,916.693,60.0,900.0,178.836,916.693,60.0,1117.015,33.386000000000195,1484.271,83.46699999999987,1682.363,60.0,0.21703162084592997,0.6157599243309619,0.4828504898359513,0.78296837915407,0.3842400756690381,1
Geophysical_model90,/home/lyara/areswave/models/Geophysical_model90.nd,nd,UNK,,,949.68,60.0,900.0,190.49400000000003,949.68,60.0,1115.279,16.559999999999945,1446.478,115.91999999999985,1677.528,60.0,0.1525828273656442,0.6553561457689703,0.4877650396345283,0.8474171726343558,0.3446438542310298,1
CD_model87,/home/lyara/areswave/models/CD_model87.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.8546407149006751,0.3078284201645657,0.49009918507660216,0.14535928509932497,0.6921715798354343,1
Geophysical_model900,/home/lyara/areswave/models/Geophysical_model900.nd,nd,UNK,,,916.728,60.0,875.978,192.17600000000004,916.728,60.0,1117.467,33.455999999999904,1485.488,83.64100000000008,1683.622,60.0,0.21150182050429045,0.6304679738709491,0.49081258941539624,0.7884981794957096,0.36953202612905095,1
Geophysical_model645,/home/lyara/areswave/models/Geophysical_model645.nd,nd,UNK,,,917.055,60.0,877.857,199.28700000000003,917.055,60.0,1121.71,34.108999999999924,1496.91,102.327,1695.441,60.0,0.19796840285750905,0.6373133309585357,0.49086502159152684,0.802031597142491,0.36268666904146435,1
Geophysical_model762,/home/lyara/areswave/models/Geophysical_model762.nd,nd,UNK,,,933.422,60.0,900.0,184.31399999999996,933.422,60.0,1117.244,33.423,1484.889,83.55599999999981,1683.002,60.0,0.2888973172072872,0.5946785035955222,0.4927514414661105,0.7111026827927128,0.40532149640447773,1
Geophysical_model592,/home/lyara/areswave/models/Geophysical_model592.nd,nd,UNK,,,916.736,60.0,875.96,192.31899999999996,916.736,60.0,1117.572,33.47199999999998,1485.77,83.68100000000004,1683.914,60.0,0.16658484324852696,0.6581535305891877,0.49429730147563405,0.833415156751473,0.34184646941081226,1
Geophysical_model559,/home/lyara/areswave/models/Geophysical_model559.nd,nd,UNK,,,900.0,60.0,900.0,181.12199999999996,900.0,60.0,1119.137,33.71399999999994,1473.128,101.14099999999985,1688.275,60.0,0.27896730034770345,0.6032020721132783,0.4951238148580866,0.7210326996522965,0.39679792788672175,1
Geophysical_model789,/home/lyara/areswave/models/Geophysical_model789.nd,nd,UNK,,,1088.067,60.0,900.0,20.66700000000003,1088.067,60.0,1105.164,17.09699999999998,1464.2,119.67900000000009,1696.976,60.0,0.2971223806242206,0.5941643018520089,0.49515032810941273,0.7028776193757794,0.4058356981479912,1
Geophysical_model669,/home/lyara/areswave/models/Geophysical_model669.nd,nd,UNK,,,1088.06,60.0,900.0,20.66700000000003,1088.06,60.0,1105.156,17.09699999999998,1464.18,119.67499999999995,1696.954,60.0,0.2971223806242206,0.5941643018520089,0.49515032810941273,0.7028776193757794,0.4058356981479912,1
Geophysical_model615,/home/lyara/areswave/models/Geophysical_model615.nd,nd,UNK,,,900.0,60.0,900.0,21.485000000000014,900.0,60.0,1116.829,33.35799999999995,1467.092,100.07500000000005,1681.845,60.0,0.36503954854681153,0.5623018765460309,0.49654776721295785,0.6349604514531885,0.4376981234539691,1
Geophysical_model293,/home/lyara/areswave/models/Geophysical_model293.nd,nd,UNK,,,916.874,60.0,900.0,181.649,916.874,60.0,1102.492,16.874000000000024,1439.978,101.2460000000001,1688.913,60.0,0.17062074674042293,0.6599821295117496,0.49686166858797404,0.8293792532595771,0.3400178704882504,1
Geophysical_model440,/home/lyara/areswave/models/Geophysical_model440.nd,nd,UNK,,,966.559,60.0,900.0,181.32500000000005,966.559,60.0,1116.317,16.638999999999896,1449.111,99.83900000000017,1680.417,60.0,0.227653648080682,0.6376029384869474,0.5009531750181923,0.772346351919318,0.3623970615130526,1
Geophysical_model316,/home/lyara/areswave/models/Geophysical_model316.nd,nd,UNK,,,1001.288,60.0,861.085,194.57299999999998,1001.288,60.0,1119.457,33.76299999999992,1490.847,101.28800000000001,1689.167,60.0,0.47729907078617195,0.5146134647167147,0.5021753334065338,0.522700929213828,0.4853865352832854,1
Geophysical_model964,/home/lyara/areswave/models/Geophysical_model964.nd,nd,UNK,,,933.422,60.0,900.0,183.587,933.422,60.0,1117.244,33.423,1484.889,83.55599999999981,1683.002,60.0,0.16430207823352316,0.6786331380621681,0.5071894514526197,0.8356979217664768,0.3213668619378319,1
Geophysical_model628,/home/lyara/areswave/models/Geophysical_model628.nd,nd,UNK,,,933.422,60.0,900.0,183.587,933.422,60.0,1117.244,33.423,1484.889,83.55599999999981,1683.002,60.0,0.16430207823352316,0.6786331380621681,0.5071894514526197,0.8356979217664768,0.3213668619378319,1
CD_model11,/home/lyara/areswave/models/CD_model11.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.17967834645657965,0.6709545701987731,0.5071958289513753,0.8203216535434203,0.3290454298012268,1
Geophysical_model942,/home/lyara/areswave/models/Geophysical_model942.nd,nd,UNK,,,900.0,60.0,900.0,184.99900000000002,900.0,60.0,1106.204,17.18399999999997,1484.246,85.9190000000001,1535.797,68.7349999999999,0.36062349559515583,0.582708855124872,0.5086804019483,0.6393765044048442,0.4172911448751279,1
Geophysical_model381,/home/lyara/areswave/models/Geophysical_model381.nd,nd,UNK,,,999.558,60.0,878.755,191.207,999.558,60.0,1115.708,16.592999999999847,1497.346,99.55799999999999,1678.723,60.0,0.1618666936942772,0.6841767638830536,0.5100734071534615,0.8381333063057228,0.31582323611694635,1
Geophysical_model581,/home/lyara/areswave/models/Geophysical_model581.nd,nd,UNK,,,916.965,60.0,900.0,195.10299999999995,916.965,60.0,1120.539,33.92899999999986,1493.758,84.82200000000012,1692.179,60.0,0.2176694747715766,0.6596388003008948,0.5123156917911221,0.7823305252284234,0.3403611996991052,1
CD_model99,/home/lyara/areswave/models/CD_model99.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.5139184349740231,0.5166400826810733,0.5157328667787232,0.4860815650259768,0.48335991731892675,1
Geophysical_model636,/home/lyara/areswave/models/Geophysical_model636.nd,nd,UNK,,,900.0,60.0,900.0,178.87,900.0,60.0,1118.565,33.625,1471.633,100.87599999999998,1686.682,60.0,0.2547179774723751,0.646827543901255,0.5161243550916284,0.7452820225276249,0.35317245609874504,1
CD_model7,/home/lyara/areswave/models/CD_model7.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.8051282446950925,0.3725050365807083,0.5167127726188364,0.1948717553049075,0.6274949634192917,1
CD_model47,/home/lyara/areswave/models/CD_model47.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.2631844742960845,0.6436523226012987,0.5168297064995606,0.7368155257039155,0.3563476773987013,1
Geophysical_model484,/home/lyara/areswave/models/Geophysical_model484.nd,nd,UNK,,,1031.853,60.0,900.0,187.85500000000002,1031.853,60.0,1130.743,32.96399999999994,1493.339,82.4079999999999,1674.693,60.0,0.39408668144308634,0.5787762352373155,0.5172130506392391,0.6059133185569137,0.4212237647626845,1
