model_id,source_path,source_format,composition,tpot_K,adiabat_K_km,d_main_km,w_main_km,d_800_km,w_800_km,d_1000_km,w_1000_km,d_1200_km,w_1200_km,d_1400_km,w_1400_km,d_1600_km,w_1600_km,mean_p_misfit,mean_s_misfit,total_misfit,mean_p_cc,mean_s_cc,used_events
Geophysical_model319,/home/lyara/areswave/models/Geophysical_model319.nd,nd,UNK,,,1063.521,60.0,900.0,197.86199999999997,1063.521,60.0,1145.281,32.70399999999995,1488.674,65.4079999999999,1669.999,60.0,0.16182545288353245,0.3068130704377694,0.2584838645863571,0.8381745471164675,0.6931869295622306,1
CD_model48,/home/lyara/areswave/models/CD_model48.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.13538391222211033,0.3466100614297739,0.2762013450272194,0.8646160877778897,0.6533899385702261,1
CD_model49,/home/lyara/areswave/models/CD_model49.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.13538391222211033,0.3466100614297739,0.2762013450272194,0.8646160877778897,0.6533899385702261,1
CD_model2,/home/lyara/areswave/models/CD_model2.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,,60.0,0.1629123186399346,0.35962305335808753,0.2940528084520366,0.8370876813600654,0.6403769466419125,1
Geophysical_model804,/home/lyara/areswave/models/Geophysical_model804.nd,nd,UNK,,,900.0,60.0,900.0,59.59699999999998,900.0,60.0,1101.608,33.60100000000011,1488.023,100.80399999999986,1686.245,60.0,0.15476223767691455,0.3655108543803852,0.29526131547922835,0.8452377623230855,0.6344891456196148,1
Geophysical_model777,/home/lyara/areswave/models/Geophysical_model777.nd,nd,UNK,,,900.0,60.0,900.0,59.59699999999998,900.0,60.0,1101.608,33.60100000000011,1488.023,100.80399999999986,1686.245,60.0,0.15476223767691455,0.3655108543803852,0.29526131547922835,0.8452377623230855,0.6344891456196148,1
Geophysical_model73,/home/lyara/areswave/models/Geophysical_model73.nd,nd,UNK,,,1032.872,60.0,900.0,180.68100000000004,1032.872,60.0,1132.525,33.2170000000001,1497.923,83.04500000000007,1679.303,60.0,0.16839680407568525,0.36452677957070456,0.29915012107236477,0.8316031959243148,0.6354732204292954,1
Geophysical_model711,/home/lyara/areswave/models/Geophysical_model711.nd,nd,UNK,,,916.837,60.0,879.831,181.52099999999996,916.837,60.0,1118.884,33.67399999999998,1489.303,84.18600000000015,1687.57,60.0,0.17406026958779308,0.37243848631588883,0.30631241407319026,0.8259397304122069,0.6275615136841112,1
Geophysical_model35,/home/lyara/areswave/models/Geophysical_model35.nd,nd,UNK,,,1049.765,60.0,900.0,179.803,1049.765,60.0,1132.968,33.28099999999995,1499.059,83.202,1680.447,60.0,0.09762726070581063,0.4154956424584526,0.30953951520757195,0.9023727392941894,0.5845043575415474,1
Geophysical_model344,/home/lyara/areswave/models/Geophysical_model344.nd,nd,UNK,,,1063.97,60.0,900.0,188.12900000000002,1063.97,60.0,1145.955,32.79399999999987,1490.293,65.58799999999997,1671.628,60.0,0.14738846282467633,0.39840872813531425,0.3147353063651016,0.8526115371753237,0.6015912718646858,1
Geophysical_model332,/home/lyara/areswave/models/Geophysical_model332.nd,nd,UNK,,,1063.97,60.0,900.0,188.12900000000002,1063.97,60.0,1145.955,32.79399999999987,1490.293,65.58799999999997,1671.628,60.0,0.14738846282467633,0.39840872813531425,0.3147353063651016,0.8526115371753237,0.6015912718646858,1
Geophysical_model241,/home/lyara/areswave/models/Geophysical_model241.nd,nd,UNK,,,1033.228,60.0,900.0,182.39200000000005,1033.228,60.0,1133.149,33.307000000000016,1482.872,83.26800000000003,1680.916,60.0,0.12154050064675226,0.4113856040666557,0.31477056959335453,0.8784594993532477,0.5886143959333443,1
MD_model47,/home/lyara/areswave/models/MD_model47.nd,nd,UNK,,,962.295,60.0,707.928,185.88300000000004,962.295,60.0,1294.928,39.13300000000004,1343.845,48.91599999999994,1504.511,251.3320000000001,0.16218414875462206,0.3912120850037403,0.3148694395873675,0.8378158512453779,0.6087879149962597,1
Geophysical_model325,/home/lyara/areswave/models/Geophysical_model325.nd,nd,UNK,,,1064.355,60.0,900.0,188.668,1064.355,60.0,1146.533,32.87099999999987,1491.679,65.74200000000019,1673.022,60.0,0.18028074358335366,0.3892211240060609,0.31957433053182516,0.8197192564166463,0.6107788759939391,1
Geophysical_model473,/home/lyara/areswave/models/Geophysical_model473.nd,nd,UNK,,,1064.355,60.0,900.0,188.668,1064.355,60.0,1146.533,32.87099999999987,1491.679,65.74200000000019,1673.022,60.0,0.18028074358335366,0.3892211240060609,0.31957433053182516,0.8197192564166463,0.6107788759939391,1
AK_model_73,/home/lyara/areswave/models/AK_model_73.nd,nd,UNK,,,1039.669,60.0,790.268,24.93999999999994,1039.669,60.0,1264.13,74.81999999999994,1314.011,24.940000000000055,1670.688,60.0,0.16348609351939436,0.3993430340864481,0.3207240538974302,0.8365139064806056,0.6006569659135519,1
Geophysical_model988,/home/lyara/areswave/models/Geophysical_model988.nd,nd,UNK,,,950.085,60.0,900.0,182.54700000000003,950.085,60.0,1133.728,33.3900000000001,1484.32,66.779,1682.414,60.0,0.22073937746463468,0.372038924961403,0.32160574246248025,0.7792606225353653,0.627961075038597,1
AK_model_68,/home/lyara/areswave/models/AK_model_68.nd,nd,UNK,,,1018.739,60.0,892.89,25.16999999999996,1018.739,60.0,1220.098,125.85000000000014,1396.287,50.33899999999994,1678.891,60.0,0.3254985233494323,0.3199443210653845,0.32179572182673377,0.6745014766505677,0.6800556789346155,1
MD_model60,/home/lyara/areswave/models/MD_model60.nd,nd,UNK,,,1089.018,60.0,853.974,190.274,1089.018,60.0,1122.596,11.192999999999984,1357.641,89.54099999999994,1672.31,60.0,0.27071086921036924,0.3508518003951817,0.32413815666691087,0.7292891307896308,0.6491481996048183,1
