model_id,source_path,source_format,composition,tpot_K,adiabat_K_km,d_main_km,w_main_km,d_800_km,w_800_km,d_1000_km,w_1000_km,d_1200_km,w_1200_km,d_1600_km,w_1600_km,mean_p_misfit,mean_s_misfit,total_misfit,mean_p_cc,mean_s_cc,used_events
Geophysical_model660,/home/lyara/areswave/models_short/Geophysical_model660.nd,nd,UNK,,,1097.761,60.0,900.0,24.192999999999984,1097.761,60.0,1114.242,16.480000000000018,1674.637,60.0,0.4431939486853215,0.6580807351839579,0.5864518063510792,0.5568060513146784,0.34191926481604196,5
Geophysical_model810,/home/lyara/areswave/models_short/Geophysical_model810.nd,nd,UNK,,,966.616,60.0,900.0,178.75699999999995,966.616,60.0,1133.157,33.30799999999999,1680.937,60.0,0.5616766774826131,0.5989327841547556,0.5865140819307081,0.4383233225173869,0.40106721584524446,5
AK_model_40,/home/lyara/areswave/models_short/AK_model_40.nd,nd,UNK,,,1044.143,60.0,837.506,25.829999999999927,1044.143,60.0,1276.61,77.4889999999998,1667.377,60.0,0.5310210998618752,0.6159337187860554,0.5876295124779953,0.4689789001381248,0.38406628121394465,5
Geophysical_model990,/home/lyara/areswave/models_short/Geophysical_model990.nd,nd,UNK,,,950.721,60.0,900.0,183.73699999999997,950.721,60.0,1119.792,33.81400000000008,1690.099,60.0,0.4884172823435936,0.6384319720169989,0.588427075459197,0.5115827176564064,0.3615680279830011,5
Geophysical_model360,/home/lyara/areswave/models_short/Geophysical_model360.nd,nd,UNK,,,1047.872,60.0,900.0,189.034,1047.872,60.0,1130.023,32.8599999999999,1672.831,60.0,0.49112219231426923,0.646202029308691,0.5945087503105504,0.5088778076857308,0.3537979706913089,5
Gudkova,/home/lyara/areswave/models_short/Gudkova.nd,nd,UNK,,,819.32,60.0,819.32,307.727,819.32,60.0,1174.566,16.70399999999995,1567.533,90.13499999999999,0.6061651893643905,0.5890956283105663,0.5947854819951743,0.3938348106356096,0.41090437168943367,5
Geophysical_model1,/home/lyara/areswave/models_short/Geophysical_model1.nd,nd,UNK,,,1033.278,60.0,900.0,182.55399999999997,1033.278,60.0,1133.237,33.319999999999936,1681.144,60.0,0.5824390038613649,0.6012523272950894,0.5949812194838479,0.41756099613863507,0.3987476727049105,5
Geophysical_model610,/home/lyara/areswave/models_short/Geophysical_model610.nd,nd,UNK,,,916.648,60.0,900.0,179.42899999999997,916.648,60.0,1116.419,16.64799999999991,1680.704,60.0,0.541049870268542,0.6226500951565083,0.5954500201938528,0.45895012973145805,0.37734990484349185,5
AK_model_2,/home/lyara/areswave/models_short/AK_model_2.nd,nd,UNK,,,1042.278,60.0,836.749,25.69100000000003,1042.278,60.0,1273.498,102.76400000000012,1663.202,60.0,0.5295386602112424,0.6289679049944146,0.5958248234000239,0.47046133978875754,0.37103209500558554,5
Geophysical_model790,/home/lyara/areswave/models_short/Geophysical_model790.nd,nd,UNK,,,900.0,60.0,900.0,197.837,900.0,60.0,1104.416,17.035000000000082,1694.72,60.0,0.6004630068637358,0.5944555996906079,0.5964580687483172,0.3995369931362643,0.4055444003093921,5
AK_model_100,/home/lyara/areswave/models_short/AK_model_100.nd,nd,UNK,,,1074.576,60.0,802.778,27.180000000000064,1074.576,60.0,1292.015,54.36000000000013,1719.458,60.0,0.45929143507836867,0.6718861177381048,0.6010212235181928,0.5407085649216313,0.32811388226189525,5
Geophysical_model970,/home/lyara/areswave/models_short/Geophysical_model970.nd,nd,UNK,,,933.805,60.0,900.0,186.68499999999995,933.805,60.0,1119.733,33.805000000000064,1689.935,60.0,0.7293337909699618,0.5374766305887357,0.6014290173824778,0.27066620903003824,0.46252336941126415,5
Geophysical_model980,/home/lyara/areswave/models_short/Geophysical_model980.nd,nd,UNK,,,916.969,60.0,878.268,195.58399999999995,916.969,60.0,1120.603,33.93900000000008,1692.359,60.0,0.5570610515248036,0.6256679002559863,0.6027989506789254,0.44293894847519644,0.3743320997440138,5
Geophysical_model640,/home/lyara/areswave/models_short/Geophysical_model640.nd,nd,UNK,,,900.0,60.0,877.345,181.23800000000006,900.0,60.0,1119.204,33.72399999999993,1688.461,60.0,0.5853081990767777,0.613892949290607,0.6043646992193306,0.41469180092322244,0.386107050709393,5
MD_model80,/home/lyara/areswave/models_short/MD_model80.nd,nd,UNK,,,1000.561,60.0,786.005,10.216999999999985,1000.561,60.0,1164.033,194.12200000000007,1571.993,60.0,0.598622729020682,0.6072704510399534,0.6043878770335296,0.401377270979318,0.3927295489600466,5
AK_model_30,/home/lyara/areswave/models_short/AK_model_30.nd,nd,UNK,,,1083.305,60.0,820.426,26.28800000000001,1083.305,60.0,1293.608,52.57600000000002,1687.417,60.0,0.5589861029290208,0.6290659197792665,0.6057059808291846,0.44101389707097916,0.3709340802207335,5
Geophysical_model90,/home/lyara/areswave/models_short/Geophysical_model90.nd,nd,UNK,,,949.68,60.0,900.0,190.49400000000003,949.68,60.0,1115.279,16.559999999999945,1677.528,60.0,0.47678339017422344,0.6706664987456572,0.6060387958885126,0.5232166098257768,0.3293335012543428,5
AK_model_90,/home/lyara/areswave/models_short/AK_model_90.nd,nd,UNK,,,1066.591,60.0,798.434,26.81600000000003,1066.591,60.0,1281.116,26.815000000000055,1705.618,60.0,0.6506392031573095,0.5844200384735775,0.6064930933681548,0.3493607968426905,0.4155799615264225,5
Geophysical_model300,/home/lyara/areswave/models_short/Geophysical_model300.nd,nd,UNK,,,1033.261,60.0,900.0,184.61199999999997,1033.261,60.0,1133.207,33.315000000000055,1681.067,60.0,0.5149573797368732,0.6532914741090404,0.607180109318318,0.48504262026312706,0.3467085258909597,5
TAYAK,/home/lyara/areswave/models_short/TAYAK.nd,nd,UNK,,,1050.745,60.0,855.661,19.508000000000038,1050.745,60.0,1245.83,58.52600000000007,1596.982,19.509000000000015,0.6818259760581034,0.5739896151011018,0.6099350687534356,0.3181740239418967,0.4260103848988983,5
Geophysical_model250,/home/lyara/areswave/models_short/Geophysical_model250.nd,nd,UNK,,,1033.261,60.0,900.0,182.41499999999996,1033.261,60.0,1133.207,33.315000000000055,1681.067,60.0,0.5860778841840685,0.629178245532563,0.6148114584163982,0.4139221158159315,0.370821754467437,5
Geophysical_model130,/home/lyara/areswave/models_short/Geophysical_model130.nd,nd,UNK,,,1031.687,60.0,900.0,185.29399999999998,1031.687,60.0,1130.452,32.922000000000025,1673.94,60.0,0.6097185227709476,0.6178206223008628,0.6151199224575578,0.3902814772290523,0.3821793776991372,5
Geophysical_model630,/home/lyara/areswave/models_short/Geophysical_model630.nd,nd,UNK,,,916.693,60.0,877.619,179.04700000000003,916.693,60.0,1117.015,33.386000000000195,1682.363,60.0,0.6008864366181316,0.6241008386898257,0.6163627046659276,0.39911356338186843,0.3758991613101743,5
Geophysical_model560,/home/lyara/areswave/models_short/Geophysical_model560.nd,nd,UNK,,,1099.489,60.0,900.0,21.346000000000004,1099.489,60.0,1116.113,16.624000000000024,1679.849,60.0,0.5201169000915296,0.6686568580735635,0.6191435387462189,0.47988309990847045,0.33134314192643644,5
Geophysical_model420,/home/lyara/areswave/models_short/Geophysical_model420.nd,nd,UNK,,,1047.083,60.0,900.0,187.13800000000003,1047.083,60.0,1145.138,32.684999999999945,1669.654,60.0,0.4870837150089195,0.6871044436515007,0.620430867437307,0.5129162849910804,0.31289555634849925,5
Geophysical_model800,/home/lyara/areswave/models_short/Geophysical_model800.nd,nd,UNK,,,1088.334,60.0,900.0,20.74000000000001,1088.334,60.0,1105.456,17.121000000000095,1697.857,60.0,0.5306560544905633,0.6660256757659211,0.6209024686741351,0.4693439455094367,0.33397432423407886,5
ceylan,/home/lyara/areswave/models_short/ceylan.nd,nd,UNK,,,1086.523,60.0,887.59,24.865999999999985,1086.523,60.0,1285.455,24.866999999999962,1666.648,60.0,0.5662066494832452,0.651544785904567,0.623098740430793,0.4337933505167548,0.3484552140954329,5
MD_model20,/home/lyara/areswave/models_short/MD_model20.nd,nd,UNK,,,1028.07,60.0,756.946,192.04600000000005,1028.07,60.0,1299.193,22.593000000000075,1694.594,60.0,0.49880394770225933,0.6853733771379056,0.6231835673260235,0.5011960522977407,0.3146266228620944,5
MD_model70,/home/lyara/areswave/models_short/MD_model70.nd,nd,UNK,,,1005.796,60.0,809.43,10.335000000000036,1005.796,60.0,1243.502,165.3610000000001,1592.774,60.0,0.5435034903816607,0.6638349229136032,0.6237244454029557,0.45649650961833926,0.33616507708639665,5
Geophysical_model330,/home/lyara/areswave/models_short/Geophysical_model330.nd,nd,UNK,,,1047.741,60.0,900.0,190.02200000000005,1047.741,60.0,1146.235,32.830999999999904,1672.304,60.0,0.5638649077937041,0.6555212550468259,0.6249691392957853,0.4361350922062959,0.34447874495317415,5
Geophysical_model570,/home/lyara/areswave/models_short/Geophysical_model570.nd,nd,UNK,,,933.815,60.0,879.527,184.25300000000004,933.815,60.0,1119.798,33.81499999999983,1690.116,60.0,0.5722723385456071,0.6526850726387975,0.6258808279410674,0.4277276614543929,0.3473149273612025,5
MD_model100,/home/lyara/areswave/models_short/MD_model100.nd,nd,UNK,,,1053.462,60.0,725.562,190.39299999999992,1053.462,60.0,1275.587,31.73199999999997,1609.919,60.0,0.6009188402460046,0.643749276716538,0.6294724645596935,0.39908115975399533,0.3562507232834619,5
Geophysical_model720,/home/lyara/areswave/models_short/Geophysical_model720.nd,nd,UNK,,,933.975,60.0,879.241,186.83299999999997,933.975,60.0,1120.837,33.975000000000136,1693.011,60.0,0.5706628817369465,0.6598594729092933,0.6301272758518444,0.4293371182630536,0.3401405270907068,5
MD_model10,/home/lyara/areswave/models_short/MD_model10.nd,nd,UNK,,,1002.201,60.0,801.147,10.581999999999994,1002.201,60.0,1245.582,137.56400000000008,1611.713,60.0,0.5607069587783629,0.6705068523314213,0.6339068878137352,0.4392930412216371,0.32949314766857885,5
AK_model_10,/home/lyara/areswave/models_short/AK_model_10.nd,nd,UNK,,,1032.783,60.0,836.001,24.597999999999956,1032.783,60.0,1278.762,73.79399999999987,1680.778,60.0,0.5302351040363092,0.6857526311998704,0.6339134554786834,0.4697648959636907,0.3142473688001296,5
AK_model_50,/home/lyara/areswave/models_short/AK_model_50.nd,nd,UNK,,,1030.878,60.0,805.605,25.029999999999973,1030.878,60.0,1281.182,100.12200000000007,1687.443,60.0,0.5837554623242937,0.6646592370894007,0.6376913121676983,0.41624453767570635,0.33534076291059933,5
MD_model60,/home/lyara/areswave/models_short/MD_model60.nd,nd,UNK,,,1089.018,60.0,853.974,190.274,1089.018,60.0,1122.596,11.192999999999984,1672.31,60.0,0.542758143706265,0.6895883850336516,0.640644971257856,0.457241856293735,0.3104116149663484,5
Geophysical_model390,/home/lyara/areswave/models_short/Geophysical_model390.nd,nd,UNK,,,1033.228,60.0,900.0,182.29700000000003,1033.228,60.0,1133.149,33.307000000000016,1680.916,60.0,0.599577293491838,0.6631467134798302,0.6419569068171661,0.40042270650816203,0.3368532865201698,5
Geophysical_model680,/home/lyara/areswave/models_short/Geophysical_model680.nd,nd,UNK,,,1099.489,60.0,900.0,21.152000000000044,1099.489,60.0,1116.113,16.624000000000024,1679.849,60.0,0.6526627745560292,0.6402024472078741,0.6443558896572591,0.3473372254439707,0.3597975527921259,5
Geophysical_model580,/home/lyara/areswave/models_short/Geophysical_model580.nd,nd,UNK,,,900.0,60.0,900.0,185.40200000000004,900.0,60.0,1106.136,17.17800000000011,1699.91,60.0,0.6038601868461054,0.6866571664391,0.6590581732414352,0.39613981315389457,0.3133428335609,5
