model_id,source_path,source_format,composition,tpot_K,adiabat_K_km,d_main_km,w_main_km,d_800_km,w_800_km,d_1000_km,w_1000_km,d_1200_km,w_1200_km,d_1600_km,w_1600_km,mean_p_misfit,mean_s_misfit,total_misfit,mean_p_cc,mean_s_cc,used_events
Geophysical_model600,/home/lyara/areswave/models_short/Geophysical_model600.nd,nd,UNK,,,1098.51,60.0,900.0,23.878000000000043,1098.51,60.0,1115.052,16.54300000000012,1676.896,60.0,0.5149613122178253,0.5501515453028365,0.5384214676078328,0.4850386877821748,0.4498484546971634,17
Geophysical_model840,/home/lyara/areswave/models_short/Geophysical_model840.nd,nd,UNK,,,950.057,60.0,900.0,178.01199999999994,950.057,60.0,1133.601,33.371000000000095,1682.084,60.0,0.5300043447021493,0.5430818844628992,0.5387227045426491,0.4699956552978507,0.4569181155371008,17
Geophysical_model490,/home/lyara/areswave/models_short/Geophysical_model490.nd,nd,UNK,,,1096.615,60.0,900.0,187.39999999999998,1096.615,60.0,1145.769,32.769000000000005,1671.177,60.0,0.5266928493797894,0.5458693988299409,0.5394772156798905,0.4733071506202105,0.45413060117005916,17
Geophysical_model780,/home/lyara/areswave/models_short/Geophysical_model780.nd,nd,UNK,,,916.707,60.0,875.814,193.485,916.707,60.0,1117.197,33.414999999999964,1682.87,60.0,0.5588039694423992,0.5332033265254222,0.5417368741644145,0.4411960305576008,0.46679667347457776,17
Geophysical_model930,/home/lyara/areswave/models_short/Geophysical_model930.nd,nd,UNK,,,1085.282,60.0,900.0,29.508000000000038,1085.282,60.0,1102.126,16.84400000000005,1687.809,60.0,0.5618785198186496,0.5319471576591229,0.5419242783789652,0.43812148018135044,0.46805284234087696,17
Geophysical_model180,/home/lyara/areswave/models_short/Geophysical_model180.nd,nd,UNK,,,966.993,60.0,856.89,193.99599999999998,966.993,60.0,1117.726,33.496999999999844,1684.345,60.0,0.5388804807836055,0.5434783968556658,0.541945758164979,0.4611195192163945,0.45652160314433426,17
Geophysical_model650,/home/lyara/areswave/models_short/Geophysical_model650.nd,nd,UNK,,,916.714,60.0,876.024,191.80700000000002,916.714,60.0,1117.284,33.42800000000011,1683.113,60.0,0.5573862042709379,0.534870217141412,0.5423755461845873,0.44261379572906223,0.4651297828585881,17
Gudkova,/home/lyara/areswave/models_short/Gudkova.nd,nd,UNK,,,819.32,60.0,819.32,307.727,819.32,60.0,1174.566,16.70399999999995,1567.533,90.13499999999999,0.5199432290597992,0.5537685955884719,0.5424934734122476,0.4800567709402009,0.446231404411528,17
Geophysical_model740,/home/lyara/areswave/models_short/Geophysical_model740.nd,nd,UNK,,,1098.51,60.0,900.0,23.918000000000006,1098.51,60.0,1115.052,16.54300000000012,1676.896,60.0,0.4805411723748372,0.5766450240586518,0.5446104068307136,0.5194588276251628,0.42335497594134824,17
Geophysical_model710,/home/lyara/areswave/models_short/Geophysical_model710.nd,nd,UNK,,,900.0,60.0,900.0,22.456999999999994,900.0,60.0,1101.621,16.801999999999907,1686.284,60.0,0.5235642318575422,0.5555090157845031,0.5448607544755161,0.47643576814245786,0.44449098421549693,17
Geophysical_model120,/home/lyara/areswave/models_short/Geophysical_model120.nd,nd,UNK,,,1033.184,60.0,900.0,188.139,1033.184,60.0,1133.072,33.29500000000007,1680.716,60.0,0.530095243816306,0.5526131668129141,0.5451071924807114,0.469904756183694,0.4473868331870859,17
Geophysical_model640,/home/lyara/areswave/models_short/Geophysical_model640.nd,nd,UNK,,,900.0,60.0,877.345,181.23800000000006,900.0,60.0,1119.204,33.72399999999993,1688.461,60.0,0.5744334346675163,0.532476108195484,0.5464618836861614,0.42556656533248366,0.46752389180451603,17
MD_model30,/home/lyara/areswave/models_short/MD_model30.nd,nd,UNK,,,1031.761,60.0,887.465,10.307000000000016,1031.761,60.0,1279.127,154.60400000000004,1586.589,60.0,0.603770317504321,0.5180376380182097,0.5466151978469135,0.396229682495679,0.4819623619817904,17
AK_model_60,/home/lyara/areswave/models_short/AK_model_60.nd,nd,UNK,,,997.761,60.0,820.36,25.34299999999996,997.761,60.0,1175.162,101.37199999999984,1686.32,60.0,0.5397504567014425,0.5511798132339047,0.5473700277230841,0.46024954329855733,0.44882018676609525,17
Geophysical_model400,/home/lyara/areswave/models_short/Geophysical_model400.nd,nd,UNK,,,949.523,60.0,900.0,191.149,949.523,60.0,1114.598,16.507000000000062,1675.63,60.0,0.45960715786311657,0.5931849381347638,0.548659011377548,0.5403928421368833,0.40681506186523614,17
MD_model1,/home/lyara/areswave/models_short/MD_model1.nd,nd,UNK,,,998.962,60.0,781.126,10.372999999999934,998.962,60.0,1102.693,197.08999999999992,1598.079,60.0,0.5650936213771489,0.5414215834962032,0.5493122627898518,0.4349063786228511,0.45857841650379677,17
Geophysical_model140,/home/lyara/areswave/models_short/Geophysical_model140.nd,nd,UNK,,,965.752,60.0,900.0,181.09500000000003,965.752,60.0,1113.693,16.437000000000126,1673.108,60.0,0.4947058094404528,0.5794953078964097,0.551232141744424,0.5052941905595472,0.42050469210359026,17
Geophysical_model350,/home/lyara/areswave/models_short/Geophysical_model350.nd,nd,UNK,,,999.844,60.0,878.82,190.61599999999999,999.844,60.0,1116.329,16.6400000000001,1680.452,60.0,0.5073843484173028,0.5743854625484717,0.552051757838082,0.4926156515826972,0.4256145374515282,17
Geophysical_model980,/home/lyara/areswave/models_short/Geophysical_model980.nd,nd,UNK,,,916.969,60.0,878.268,195.58399999999995,916.969,60.0,1120.603,33.93900000000008,1692.359,60.0,0.5348854359583511,0.5613325448745721,0.5525168419024985,0.4651145640416488,0.43866745512542793,17
Geophysical_model900,/home/lyara/areswave/models_short/Geophysical_model900.nd,nd,UNK,,,916.728,60.0,875.978,192.17600000000004,916.728,60.0,1117.467,33.455999999999904,1683.622,60.0,0.5274801339707973,0.5653427941384691,0.5527219074159119,0.4725198660292027,0.4346572058615309,17
Geophysical_model610,/home/lyara/areswave/models_short/Geophysical_model610.nd,nd,UNK,,,916.648,60.0,900.0,179.42899999999997,916.648,60.0,1116.419,16.64799999999991,1680.704,60.0,0.5620132000205376,0.5480870809342406,0.5527291206296729,0.43798679997946255,0.45191291906575937,17
maak,/home/lyara/areswave/models_short/maak.npz,npz,UNK,,,1084.528,60.0,858.423,180.88400000000001,1084.528,60.0,1174.97,90.44200000000001,1695.01,22.6099999999999,0.5616545981039418,0.5485180308135542,0.5528968865770167,0.4383454018960582,0.4514819691864458,17
Geophysical_model70,/home/lyara/areswave/models_short/Geophysical_model70.nd,nd,UNK,,,1000.927,60.0,900.0,186.95600000000002,1000.927,60.0,1135.497,33.64300000000003,1686.989,60.0,0.5061724572464639,0.5770672729031685,0.553435667684267,0.49382754275353613,0.4229327270968316,17
Geophysical_model260,/home/lyara/areswave/models_short/Geophysical_model260.nd,nd,UNK,,,982.805,60.0,860.802,195.98800000000006,982.805,60.0,1115.292,16.56100000000015,1677.564,60.0,0.49870885034975515,0.5810452408379547,0.5535997773418883,0.501291149650245,0.4189547591620452,17
Geophysical_model590,/home/lyara/areswave/models_short/Geophysical_model590.nd,nd,UNK,,,916.672,60.0,876.867,185.067,916.672,60.0,1116.735,33.343999999999824,1681.583,60.0,0.588765404073059,0.5387582340115266,0.555427290698704,0.41123459592694117,0.4612417659884734,17
Geophysical_model340,/home/lyara/areswave/models_short/Geophysical_model340.nd,nd,UNK,,,1001.133,60.0,861.553,192.23400000000004,1001.133,60.0,1119.121,33.71100000000001,1688.231,60.0,0.5447351318911969,0.5616056554358799,0.5559821475876522,0.455264868108803,0.43839434456412013,17
Geophysical_model910,/home/lyara/areswave/models_short/Geophysical_model910.nd,nd,UNK,,,950.007,60.0,900.0,179.014,950.007,60.0,1133.367,33.337999999999965,1681.481,60.0,0.5732317031707004,0.5478077081849314,0.5562823731801877,0.42676829682929956,0.45219229181506865,17
Geophysical_model660,/home/lyara/areswave/models_short/Geophysical_model660.nd,nd,UNK,,,1097.761,60.0,900.0,24.192999999999984,1097.761,60.0,1114.242,16.480000000000018,1674.637,60.0,0.48722138336977094,0.5911114245493079,0.5564814108227956,0.5127786166302291,0.4088885754506921,17
CD_model80,/home/lyara/areswave/models_short/CD_model80.nd,nd,UNK,,,,60.0,,60.0,,60.0,,60.0,,60.0,0.44180542728032274,0.6143810990388732,0.5568558751193563,0.5581945727196773,0.3856189009611268,17
Geophysical_model60,/home/lyara/areswave/models_short/Geophysical_model60.nd,nd,UNK,,,966.712,60.0,900.0,192.40499999999997,966.712,60.0,1116.813,33.355999999999995,1681.8,60.0,0.5492316846489601,0.5630582657255789,0.558449405366706,0.45076831535103984,0.43694173427442107,17
Geophysical_model320,/home/lyara/areswave/models_short/Geophysical_model320.nd,nd,UNK,,,983.203,60.0,878.839,190.447,983.203,60.0,1116.329,16.6400000000001,1680.452,60.0,0.4999758435577777,0.588591753300709,0.5590531167197319,0.5000241564422223,0.41140824669929094,17
Geophysical_model510,/home/lyara/areswave/models_short/Geophysical_model510.nd,nd,UNK,,,1083.742,60.0,900.0,21.40300000000002,1083.742,60.0,1100.446,16.70400000000018,1682.74,60.0,0.5099190579005125,0.5847271946097232,0.5597911490399863,0.4900809420994875,0.4152728053902768,17
Geophysical_model990,/home/lyara/areswave/models_short/Geophysical_model990.nd,nd,UNK,,,950.721,60.0,900.0,183.73699999999997,950.721,60.0,1119.792,33.81400000000008,1690.099,60.0,0.5725997882464261,0.5538412379714708,0.5600940880631226,0.427400211753574,0.44615876202852917,17
Geophysical_model770,/home/lyara/areswave/models_short/Geophysical_model770.nd,nd,UNK,,,950.781,60.0,900.0,183.56899999999996,950.781,60.0,1136.977,33.85400000000004,1690.818,60.0,0.5280368735913419,0.5761236276124472,0.5600947096054121,0.47196312640865834,0.42387637238755277,17
Geophysical_model290,/home/lyara/areswave/models_short/Geophysical_model290.nd,nd,UNK,,,1001.133,60.0,861.561,192.197,1001.133,60.0,1119.121,33.71100000000001,1688.231,60.0,0.5104768195175855,0.5873284995236326,0.5617112728549503,0.4895231804824145,0.4126715004763673,17
Geophysical_model20,/home/lyara/areswave/models_short/Geophysical_model20.nd,nd,UNK,,,966.664,60.0,900.0,186.70399999999995,966.664,60.0,1116.657,16.666000000000167,1681.365,60.0,0.5139486559187642,0.5871693451130509,0.5627624487149553,0.48605134408123596,0.41283065488694914,17
Geophysical_model540,/home/lyara/areswave/models_short/Geophysical_model540.nd,nd,UNK,,,916.576,60.0,879.318,186.135,916.576,60.0,1115.488,16.576000000000022,1678.109,60.0,0.5511197617640535,0.5696272546165502,0.5634580903323846,0.4488802382359465,0.43037274538344983,17
AK_model_80,/home/lyara/areswave/models_short/AK_model_80.nd,nd,UNK,,,1048.834,60.0,845.714,25.3900000000001,1048.834,60.0,1277.345,50.77999999999997,1687.555,60.0,0.5488630387827985,0.5708471969396495,0.5635191442206992,0.4511369612172014,0.4291528030603506,17
Geophysical_model940,/home/lyara/areswave/models_short/Geophysical_model940.nd,nd,UNK,,,933.35,60.0,853.741,185.034,933.35,60.0,1116.776,33.34999999999991,1681.697,60.0,0.5355535213326922,0.5781488463399751,0.5639504046708809,0.46444647866730776,0.42185115366002496,17
Geophysical_model30,/home/lyara/areswave/models_short/Geophysical_model30.nd,nd,UNK,,,966.367,60.0,900.0,189.356,966.367,60.0,1115.693,16.5920000000001,1678.681,60.0,0.5231611031787342,0.5864071491798494,0.5653251338461444,0.47683889682126585,0.4135928508201505,17
Geophysical_model670,/home/lyara/areswave/models_short/Geophysical_model670.nd,nd,UNK,,,933.507,60.0,900.0,193.37099999999998,933.507,60.0,1117.798,33.506999999999834,1684.543,60.0,0.5532897899055319,0.5718094445126747,0.5656362263102938,0.446710210094468,0.42819055548732526,17
Geophysical_model520,/home/lyara/areswave/models_short/Geophysical_model520.nd,nd,UNK,,,933.507,60.0,900.0,193.37099999999998,933.507,60.0,1117.798,33.506999999999834,1684.543,60.0,0.5532897899055319,0.5718094445126747,0.5656362263102938,0.446710210094468,0.42819055548732526,17
Geophysical_model820,/home/lyara/areswave/models_short/Geophysical_model820.nd,nd,UNK,,,950.007,60.0,900.0,178.976,950.007,60.0,1133.367,33.337999999999965,1681.481,60.0,0.5794155862289083,0.5598301736365621,0.5663586445006775,0.42058441377109174,0.4401698263634378,17
Geophysical_model860,/home/lyara/areswave/models_short/Geophysical_model860.nd,nd,UNK,,,933.943,60.0,900.0,186.52700000000004,933.943,60.0,1120.631,33.942999999999984,1692.437,60.0,0.544166062061381,0.5774914090340105,0.5663829600431339,0.45583393793861904,0.4225085909659895,17
Geophysical_model430,/home/lyara/areswave/models_short/Geophysical_model430.nd,nd,UNK,,,982.965,60.0,878.763,191.13199999999995,982.965,60.0,1115.708,16.592999999999847,1678.723,60.0,0.4986265348636187,0.6007704279596007,0.5667224635942734,0.5013734651363813,0.39922957204039944,17
Geophysical_model310,/home/lyara/areswave/models_short/Geophysical_model310.nd,nd,UNK,,,1016.326,60.0,878.266,195.60199999999998,1016.326,60.0,1132.652,33.235999999999876,1679.631,60.0,0.48794032278543,0.606151333749669,0.566747663428256,0.5120596772145701,0.3938486662503311,17
Geophysical_model300,/home/lyara/areswave/models_short/Geophysical_model300.nd,nd,UNK,,,1033.261,60.0,900.0,184.61199999999997,1033.261,60.0,1133.207,33.315000000000055,1681.067,60.0,0.5332086349833147,0.583846246127326,0.5669670424126556,0.4667913650166853,0.416153753872674,17
Geophysical_model370,/home/lyara/areswave/models_short/Geophysical_model370.nd,nd,UNK,,,966.673,60.0,900.0,188.82299999999998,966.673,60.0,1116.688,33.33600000000001,1681.453,60.0,0.48451495586954296,0.608369487215713,0.5670846434336564,0.515485044130457,0.39163051278428695,17
Geophysical_model690,/home/lyara/areswave/models_short/Geophysical_model690.nd,nd,UNK,,,900.0,60.0,900.0,179.96799999999996,900.0,60.0,1118.266,33.57899999999995,1685.847,60.0,0.5301694264283551,0.585551526604467,0.5670908265457629,0.4698305735716449,0.4144484733955331,17
Geophysical_model850,/home/lyara/areswave/models_short/Geophysical_model850.nd,nd,UNK,,,950.127,60.0,900.0,199.68399999999997,950.127,60.0,1133.926,50.12699999999995,1682.926,60.0,0.5516427926915084,0.5748407212078412,0.5671080783690636,0.44835720730849166,0.4251592787921587,17
Geophysical_model440,/home/lyara/areswave/models_short/Geophysical_model440.nd,nd,UNK,,,966.559,60.0,900.0,181.32500000000005,966.559,60.0,1116.317,16.638999999999896,1680.417,60.0,0.5165781713703589,0.5926896221940416,0.5673191385861474,0.4834218286296412,0.40731037780595836,17
Geophysical_model240,/home/lyara/areswave/models_short/Geophysical_model240.nd,nd,UNK,,,999.801,60.0,878.469,193.77800000000002,999.801,60.0,1116.236,16.63299999999981,1680.192,60.0,0.5070571283627816,0.5983827017857759,0.5679408439781112,0.4929428716372183,0.40161729821422415,17
Geophysical_model560,/home/lyara/areswave/models_short/Geophysical_model560.nd,nd,UNK,,,1099.489,60.0,900.0,21.346000000000004,1099.489,60.0,1116.113,16.624000000000024,1679.849,60.0,0.5372218351826292,0.5847297540487871,0.5688937810934012,0.4627781648173708,0.41527024595121287,17
ceylan,/home/lyara/areswave/models_short/ceylan.nd,nd,UNK,,,1086.523,60.0,887.59,24.865999999999985,1086.523,60.0,1285.455,24.866999999999962,1666.648,60.0,0.5036094075762755,0.6025047570896731,0.5695396405852072,0.4963905924237245,0.3974952429103269,17
