Depth (km),Strike (°),Dip (°),Rake (°),Cost
53.776525456154594,350.09539466422075,67.1501847811111,-15.350909864336444,0.3546860864165696
41.540914403269895,126.97187411412628,14.130794782326495,52.639590553903105,0.4852287048228033
32.33610833421226,216.10201415840635,49.287787380644424,-123.70920877395014,0.4424443162826811
41.39947507082696,260.09395629732404,14.41545746955261,-113.45136563768233,0.35825325548465686
52.11596814221738,229.1390130610383,87.57775097406676,166.62953625891873,0.2143602155657141
42.400176421055804,251.36852848553625,63.394547817522096,43.74516603013345,0.24134185871277788
36.37127718571461,75.07082121584372,55.54023173323281,40.66658580790161,0.3986646348042637
65.43539039799592,139.81421772504132,20.414949488600605,-82.05025191552451,0.461450517731748
55.28789150934748,5.573147931600908,14.796880384820405,-12.08191569464907,0.36736628481546874
20.43166089489945,51.27311877828869,73.36455782652855,-143.76130385414385,0.5640342465281952
43.047796902198385,140.13249098244498,71.42027939447338,-132.65449883657897,0.4390157764397842
29.030587358112314,174.59126379058435,44.285196370470466,102.58747761905613,0.6639283607756497
58.90303829925353,69.33513202997466,53.67087455355071,-8.40644987605637,0.3756124547310371
41.68644271207444,324.8334697345263,12.527117161975793,140.99498391278092,0.47406894141668354
26.96212051414567,58.62726702076584,22.275176353678525,95.18414293372132,0.596002929213285
17.371589614551485,264.4911284635762,75.74698462756947,-160.72013526441202,0.5101655985381213
28.328654585517622,281.160684939365,38.659150433276714,-36.05677400975526,0.5522812367163836
39.51497519087944,350.8292450931668,52.25875083597839,-146.9481211014909,0.5790009540171197
54.59458829077329,251.75156583658978,59.2214041237599,-78.34332958104963,0.3361540845478585
24.538281014670112,63.39095402976528,53.38242346871511,40.63286959756425,0.577261455765203
44.96223780206242,6.865377952951386,81.23689817592786,42.01724301757935,0.3982672868284261
16.187198307478756,45.52422610885695,64.87155787571163,8.763374745981253,0.8438436781274962
39.53789094635144,243.7140219786338,83.66830617949593,-18.11815457973333,0.5875617155099828
16.097322394611986,278.67387759071323,88.36208622339295,-60.71751452696077,0.4182044565051368
27.08953992352653,309.46813426221246,67.85869352698668,-143.08248646798276,0.5581063031352653
25.149124114968913,61.77008362848113,19.346306266525662,43.38918201220699,0.5537502366190703
43.66530481136019,10.104193467699307,67.4671574535595,163.903406027377,0.5876096569166076
25.447671246877068,285.41521305792406,71.296323788166,-132.71908307429925,0.6162644618150179
21.65924127495071,168.5856410660106,58.17886225692783,-136.9104246256536,0.28445063957894634
26.26579669039987,281.00879330346635,31.45814785288313,16.434231945758313,0.650283672701317
59.54595960719569,33.6831935964884,70.98790539469805,-0.16440277265607506,0.28339027082759016
64.57392149775212,355.7379927365506,36.62553542980914,-144.90263719310894,0.39267117578361843
38.81835563463391,67.7963354838986,17.292194741902577,147.13099321063413,0.6384790206604505
40.967904085434846,109.6743051634675,67.6500891904983,151.14426131903554,0.43811201346231815
55.034624443977016,333.2552931120843,19.23232012634948,169.34350963374374,0.27403664335698186
34.378852912964916,52.012925973231866,85.8513717723126,-40.45131880622628,0.7002941432978387
40.60787821424556,103.77608357579753,56.4895723769574,-14.016683975605247,0.4443483843660123
60.89410164557164,178.3184324829184,43.75371981261342,135.9722442923179,0.5586101720610973
62.239449635355356,181.6310018779617,25.86786005545767,-66.45061117899301,0.5766015031344368
60.15161029125391,315.82038663067,2.935584264235086,156.08423102534522,0.2923975998461652
55.64709552148543,307.94346164992317,46.80974762343511,-23.222081755914303,0.24952615435964404
51.93979526193615,16.571601898730904,6.056358265545606,123.00027094163704,0.2994339247779821
40.69800642770907,94.42960491124649,55.8642278897314,-86.96365287312601,0.23237073789843884
28.537095313458778,101.0183039093283,54.91079235717271,0.0795835645234888,0.5729234717305363
20.71348084070967,322.0262915594095,6.241964978463034,-54.22316829829829,0.5361263528788577
65.82346563218458,100.76555297187183,17.25155905521184,-145.70426600071272,0.42616330069612623
37.68754094562965,17.65624395156307,81.0712019740865,-129.08651970672364,0.4604735730172691
49.595168274874645,12.559671452469047,17.37720656358158,-113.51505383535023,0.433261418916041
55.584114471347746,65.18283892425123,34.13662113683696,81.73446686229528,0.27783120022407504
47.1162475792426,171.38383553431532,30.77483741980055,154.67522277917698,0.5232601702977395
54.07587171495401,267.23989331645,79.69698263838106,45.59609782241198,0.3010719317831001
42.084854315556875,208.3438684159612,35.573679229927286,-174.37389088094923,0.4590682710653192
59.07010050109466,222.40919476932922,71.58543116539116,-116.2946142840501,0.3307850335237266
47.34505728319547,240.63840959328826,14.401745633731437,175.63052184237586,0.3919776061656678
52.40470590703237,229.34164320065383,88.05934045299986,166.8433719423597,0.24393011678992088
48.70798150279306,231.95350401101564,83.35435003287505,46.09311184263568,0.378914542802644
52.635419313629555,93.09161371308929,75.29003543652281,83.87976119046749,0.5435208434357723
50.92550873513143,221.8010459218888,58.63924239076504,131.69038478702493,0.5645434869893213
51.69601968964667,213.5902754861574,32.62886090937651,-150.3920638171141,0.3398123883432822
50.76158918115179,117.59084658937768,86.59231455899474,131.47845204749953,0.40114657566386214
45.8609864958114,192.42669520285256,2.6868401639216586,-104.20891579403207,0.4552537730982815
62.17403788400588,232.29602376349285,2.8809674233690146,116.06089609774814,0.43183536675297374
50.74465729248235,174.56340651275931,89.95176956589322,46.82364022533688,0.5121439079434985
52.94165122258814,191.33439181573758,38.43858788147493,166.64223536028726,0.5880423153499706
29.922659906256833,167.79889101090373,26.956363415968355,153.9933377729074,0.5709964065126659
33.71971678521095,250.40085492189692,78.96913802365121,-46.960706755122956,0.5585778115617281
42.63864001441213,265.52099435732424,64.72964886486007,-112.59966023886881,0.28708908706914943
45.099703802315304,301.95271427990906,81.09112163483147,106.9492774260936,0.4448957867999197
54.30750050292315,250.54117645298794,80.47699600626368,-22.531484932050475,0.29285117197966204
25.40419906942026,213.7120903392177,82.82317281461738,100.12638901844531,0.5996785709452114
51.881033951311004,101.57843697593033,0.42325373377614994,-165.77016394147233,0.3308919667713017
44.73209391855592,285.75042473054884,77.48749771555985,143.69205546531998,0.6780011441965673
42.344417084939266,236.4555561909474,87.15602223773857,-168.42753033645064,0.6678949889783269
57.27858218113074,243.83860323089613,87.99695498926317,-29.97988662586734,0.6280901596648155
38.24018132823195,299.8772137235114,76.731746666384,-111.04412846468077,0.5893402942269466
43.25797594847529,163.71738467716472,70.92153684922117,47.470798720698255,0.45858755692247966
50.71740800429862,20.50820044020727,2.7841712632840654,168.0430870152429,0.5135396398898864
29.012474659694156,205.9184305869154,84.69351559083348,-128.5548716903785,0.8103970810997386
47.5047056083926,211.94067052449824,59.18593434079911,-119.79522253908766,0.47074217097286203
60.98130785537407,250.9933018477719,51.50323759637163,-170.58604710323277,0.35176777641377865
51.92131915377312,235.9219907246787,81.043586383954,157.78392582791358,0.1852057520157534
50.19649688243816,275.1524258196182,3.228577175304437,-136.70456427449136,0.5382840431573168
39.215801596594716,143.4287365232806,52.052020877822635,155.76834920784208,0.353813033411206
46.93609147566332,127.33333615697892,74.97611184490661,168.63665276849335,0.237635946682467
52.37056795500377,329.15031815165344,42.041533789801846,169.6509440864207,0.26925922627896437
43.68922053602573,217.53958132239052,86.41584842609541,127.42662873956519,0.5817815830899633
53.08750142160448,151.50032692432123,1.412061835814029,-127.38275096854045,0.4166889506698712
60.58098457183964,200.2958494940449,61.021566052785055,150.98397304311132,0.3384152239616514
51.51766786192197,226.84680119970085,46.847102609675886,94.62655945002525,0.39926599216514347
59.47864535533589,313.3957069308697,42.05354530366013,163.71277422444632,0.37813308557846204
51.820352994766516,215.05470130300722,16.526238430701824,35.88318293639216,0.3111041015235439
52.2768963505092,309.332070525856,28.231538290840646,179.19678857968145,0.25392979429653273
57.50022170402899,197.27570913726953,76.50465829302564,-168.1077375243251,0.6880409505159808
53.96230758114404,209.0950265444636,88.21384539562592,12.778926272729459,0.3036992763327337
22.706202868672356,216.81231338475575,6.582756247441437,-161.57091900080576,0.5865384344767117
